gene_id	likelihood	aic	w
b0386	-4946.18997100028	9906.38	0.304202
b0388	-3594.56979903698	7203.14	0.312601
b0393	-4333.94944675121	8681.9	0.126627
b0401	-6623.16645352685	13260.3	0.147372
b0402	-6253.38468965915	12520.8	0.133947
b0405	-4871.51746000905	9757.03	0.100358
b0406	-4278.09317325762	8570.19	0.0581013
b0407	-1241.29206755121	2496.58	0.12683
b0408	-7789.48029070658	15593	0.104649
b0409	-4251.07048991162	8516.14	0.121037
b0414	-6104.03239288805	12222.1	0.154159
b0415	-1972.47009294796	3958.94	0.141675
b0416	-1774.31744909568	3562.63	0.137465
b0417	-5172.37845977733	10358.8	0.156456
b0418	-2562.5747408103	5139.15	0.101649
b0420	-8493.08697054217	17000.2	0.0821121
b0421	-4896.72277294357	9807.45	0.169331
b0423	-6715.52545814516	13445.1	0.112389
b0425	-5370.8007227101	10755.6	0.212066
b0434	-3148.89550989395	6311.79	0.164046
b0435	-1578.53892183791	3171.08	0.136682
b0436	-4984.14086497182	9982.28	0.137982
b0437	-2286.05309979397	4586.11	0.0475407
b0438	-4687.16600569113	9388.33	0.0465758
b0439	-9024.10450857611	18062.2	0.0533257
b0440	-1033.80868747591	2081.62	0.0804811
b0441	-10729.60999588	21473.2	0.251541
b0444	-3353.58004657709	6721.16	0.111436
b0448	-9444.15495325138	18902.3	0.130267
b0449	-9611.72113142766	19237.4	0.134617
b0450	-1379.72054121628	2773.44	0.0857374
b0451	-6441.91159450031	12897.8	0.137474
b0460	-868.184564120442	1750.37	0.054765
b0463	-6087.33896071596	12188.7	0.177602
b0464	-3700.01037542158	7414.02	0.219268
b0469	-2680.77376155834	5375.55	0.142689
b0470	-10484.9823397637	20984	0.190521
b0471	-1105.65881157571	2225.32	0.0323691
b0472	-2545.62383702306	5105.25	0.0591566
b0473	-7833.62615739799	15681.3	0.0899134
b0474	-2701.38153502714	5416.76	0.106602
b0475	-5504.48465473655	11023	0.183218
b0482	-5302.14221835508	10618.3	0.286073
b0489	-3948.38001522107	7910.76	0.0874345
b0495	-3250.69749789163	6515.39	0.141213
b0522	-5503.30199131905	11020.6	0.134047
b0523	-2509.08937589994	5032.18	0.135539
b0524	-4062.87960174438	8139.76	0.227543
b0525	-1843.77335503018	3701.55	0.0968201
b0526	-6034.76912048831	12083.5	0.086537
b0529	-3989.26632953688	7992.53	0.0954669
b0605	-2887.0095525398	5788.02	0.238637
b0622	-3628.25653484785	7270.51	0.240529
b0628	-3821.30856058246	7656.62	0.0496321
b0630	-3430.22289744444	6874.45	0.169338
b0631	-979.497415554387	1972.99	0.0510329
b0632	-5167.25689109568	10348.5	0.112872
b0634	-4694.05261349518	9402.11	0.0717425
b0635	-8666.68339106406	17347.4	0.0930135
b0636	-1875.17976083455	3764.36	0.0517458
b0639	-3877.02889248502	7768.06	0.229431
b0640	-5694.80531633573	11403.6	0.188766
b0641	-3354.41489252752	6722.83	0.270798
b0642	-10588.1766569988	21190.4	0.100349
b0655	-4140.48961629286	8294.98	0.112783
b0657	-8459.61400293431	16933.2	0.162436
b0658	-3598.73444914299	7211.47	0.0639624
b0659	-2257.26636541506	4528.53	0.116231
b0660	-4476.5046867281	8967.01	0.0766956
b0661	-5720.56770516533	11455.1	0.0652048
b0662	-6434.50009184035	12883	0.197908
b0674	-9342.10790784279	18698.2	0.182226
b0676	-5830.98606393204	11676	0.11678
b0677	-5829.89387672912	11673.8	0.177588
b0678	-3701.78579625126	7417.57	0.120818
b0679	-10781.1857099709	21576.4	0.235921
b0680	-6897.50672504319	13809	0.0866395
b0683	-1874.04123472837	3762.08	0.070799
b0684	-2115.52131292431	4245.04	0.0854093
b0685	-1534.93834329132	3083.88	0.136804
b0686	-4583.33788061787	9180.68	0.245387
b0687	-2779.71652471956	5573.43	0.195715
b0688	-7366.13757812688	14746.3	0.0942364
b0710	-3619.68724357138	7253.37	0.147729
b0713	-5344.67856749669	10703.4	0.40078
b0720	-5265.53562894866	10545.1	0.0746963
b0721	-1573.51340045432	3161.03	0.193936
b0722	-1591.04702214954	3196.09	0.181477
b0723	-6462.9952161066	12940	0.048437
b0724	-2803.00600906339	5620.01	0.0632388
b0726	-11510.1777019765	23034.4	0.0891446
b0727	-5007.8541603816	10029.7	0.124911
b0728	-4218.04075853745	8450.08	0.070555
b0729	-3343.56265447881	6701.13	0.0548281
b0733	-6349.07080566074	12712.1	0.0987648
b0734	-5130.85732077063	10275.7	0.155815
b0737	-2780.72646282681	5575.45	0.0571624
b0738	-2044.90089852157	4103.8	0.125978
b0739	-7052.27980620706	14118.6	0.288813
b0740	-5564.58762596481	11143.2	0.11161
b0741	-1882.26270491953	3778.53	0.105206
b0742	-3794.23077355814	7602.46	0.189964
b0754	-4787.81377739402	9589.63	0.0783101
b0755	-3041.88723926202	6097.77	0.0689495
b0757	-5739.87638264573	11493.8	0.1686
b0758	-4783.44589562208	9580.89	0.154611
b0759	-5485.17123642093	10984.3	0.154571
b0761	-3949.83069183665	7913.66	0.160633
b0767	-5729.00755903287	11472	0.215429
b0774	-6754.86252250549	13523.7	0.147596
b0775	-4719.25672196781	9452.51	0.082086
b0776	-7127.32823445668	14268.7	0.245258
b0777	-5197.23770189137	10408.5	0.281867
b0778	-4177.76821404278	8369.54	0.220187
b0779	-8789.52371913347	17593	0.0657238
b0780	-4678.50210133886	9371	0.119598
b0783	-2120.63333989657	4255.27	0.0976453
b0797	-6980.27210900133	13974.5	0.147642
b0812	-2108.97267751078	4231.95	0.11991
b0820	-6217.81529420174	12449.6	0.0784398
b0827	-6923.8093611276	13861.6	0.203561
b0849	-1188.16728549881	2390.33	0.135528
b0861	-3327.75890895382	6669.52	0.11242
b0862	-3534.11469585458	7082.23	0.124784
b0863	-3488.99805078447	6992	0.132648
b0864	-3251.63326323705	6517.27	0.112034
b0867	-5159.12875060929	10332.3	0.248241
b0874	-5258.22644753881	10530.5	0.193699
b0878	-7227.92866433906	14469.9	0.260942
b0879	-11843.4433968035	23700.9	0.222479
b0880	-876.041159036133	1766.08	0.114305
b0881	-1385.46366511202	2784.93	0.210448
b0882	-9395.22528564938	18804.5	0.0639649
b0884	-555.966420767218	1125.93	0.00438639
b0886	-10038.4115574833	20090.8	0.203218
b0887	-9924.10741056167	19862.2	0.19123
b0888	-4252.07660677784	8518.15	0.0757488
b0889	-1688.22642085474	3390.45	0.0115998
b0890	-22439.2724831582	44892.5	0.222958
b0891	-2968.80899872787	5951.62	0.155429
b0892	-5807.71819452653	11629.4	0.0678988
b0893	-5360.19342834762	10734.4	0.107974
b0902	-3144.4294479886	6302.86	0.0683636
b0904	-3952.10228458295	7918.2	0.12255
b0907	-5301.34465899329	10616.7	0.118621
b0908	-6447.09379452635	12908.2	0.135855
b0910	-3144.56227217811	6303.12	0.125228
b0911	-4768.32656228079	9550.65	0.0582067
b0912	-1012.99930790117	2040	0.0653245
b0914	-7602.75270708263	15219.5	0.0791428
b0915	-5611.85654801383	11237.7	0.235715
b0920	-4742.21872126652	9498.44	0.235398
b0921	-4164.90861535339	8343.82	0.212038
b0922	-5424.20884456181	10862.4	0.101059
b0923	-3064.40267548381	6142.81	0.110791
b0926	-2834.33933257022	5682.68	0.14138
b0927	-3469.91480586135	6953.83	0.179747
b0928	-5490.4956698897	10995	0.105557
b0930	-5700.10469732395	11414.2	0.0852076
b0932	-12454.1877446936	24922.4	0.113314
b0945	-4531.52975589083	9077.06	0.0795639
b0947	-6230.27868328099	12474.6	0.19758
b0948	-10556.719634426	21127.4	0.138084
b0949	-9421.77437273695	18857.5	0.134405
b0950	-6907.63853437152	13829.3	0.17373
b0951	-8700.25173786096	17414.5	0.165078
b0952	-3629.88091123611	7273.76	0.220906
b0954	-2082.1467803637	4178.29	0.0901683
b0956	-2274.87116191089	4563.74	0.112343
b0957	-4753.95990374999	9521.92	0.235112
b0962	-11426.6372489246	22867.3	0.179281
b0963	-2287.21198890085	4588.42	0.125348
b0966	-1603.39749523477	3220.79	0.104994
b0969	-1739.63035848077	3493.26	0.139782
b1091	-4608.49042891043	9230.98	0.128497
b1092	-4533.28461629334	9080.57	0.150777
b1093	-3161.68177844388	6337.36	0.168099
b1095	-5048.12593057682	10110.3	0.100937
b1096	-5379.54349084178	10773.1	0.281083
b1097	-5991.37984751228	11996.8	0.193336
b1098	-3422.54105545812	6859.08	0.169339
b1099	-6386.32779792393	12786.7	0.298316
b1100	-4006.17125373116	8026.34	0.139175
b1103	-1589.20041377227	3192.4	0.095625
b1105	-3749.72114432034	7513.44	0.250414
b1106	-5951.99700649223	11918	0.411898
b1107	-7562.33613213344	15138.7	0.252554
b1109	-5858.3856895578	11730.8	0.0839388
b1114	-16091.9660691856	32197.9	0.10076
b1116	-5962.16537004393	11938.3	0.132431
b1117	-3520.50288812957	7055.01	0.101092
b1118	-6188.87921297765	12391.8	0.123607
b1120	-4295.84267525282	8605.69	0.146252
b1128	-5121.40356461039	10256.8	0.131896
b1129	-8239.9740403282	16493.9	0.193476
b1130	-3250.69613666168	6515.39	0.0994091
b1131	-5729.04232730907	11472.1	0.0780028
b1132	-3350.13965086679	6714.28	0.172489
b1133	-4994.02372081146	10002	0.0904852
b1134	-2360.38309454487	4734.77	0.149769
b1174	-1175.45372570402	2364.91	0.072374
b1175	-3138.77173562243	6291.54	0.052067
b1176	-3851.38862301606	7716.78	0.198985
b1179	-1769.08157019886	3552.16	0.215047
b1180	-3422.59646269392	6859.19	0.154912
b1181	-2259.77689705325	4533.55	0.110505
b1185	-2833.82054832784	5681.64	0.159405
b1203	-4182.60310034455	8379.21	0.0633936
b1204	-2794.40794694526	5602.82	0.12942
b1207	-3151.58842545453	6317.18	0.0367962
b1208	-4505.54698845093	9025.09	0.198005
b1209	-3433.85024211742	6881.7	0.19247
b1210	-5963.49504172521	11941	0.118855
b1211	-4626.66171203759	9267.32	0.0938294
b1212	-5129.62331346004	10273.2	0.237649
b1215	-3397.04187564642	6808.08	0.068732
b1232	-3674.46350927061	7362.93	0.0748458
b1235	-5429.45415883491	10872.9	0.199572
b1236	-4211.51906177335	8437.04	0.0939099
b1237	-1712.97402739898	3439.95	0.153334
b1238	-2962.24703956511	5938.49	0.128239
b1241	-10078.400607241	20170.8	0.0762265
b1243	-8336.13675758417	16686.3	0.138296
b1244	-3825.74609776433	7665.49	0.053366
b1246	-4881.50561382561	9777.01	0.0967894
b1247	-4505.31495173505	9024.63	0.065214
b1249	-6933.07585938861	13880.2	0.0955502
b1252	-4680.00304933586	9374.01	0.29011
b1254	-2607.84784909738	5229.7	0.114493
b1255	-4584.23681041391	9182.47	0.257713
b1260	-4284.54205826628	8583.08	0.155161
b1261	-5107.52452794362	10229	0.0658714
b1263	-6783.34462503454	13580.7	0.095914
b1264	-8570.61056115446	17155.2	0.1648
b1266	-4824.14662363969	9662.29	0.212377
b1267	-2923.26782232157	5860.54	0.0872435
b1269	-4449.376662559	8912.75	0.137924
b1272	-5731.02231914546	11476	0.178964
b1274	-11078.332022424	22170.7	0.0982789
b1275	-4288.91536407294	8591.83	0.066493
b1277	-2551.35530770091	5116.71	0.0679482
b1279	-1689.18885360136	3392.38	0.179056
b1280	-5693.97924225085	11402	0.120753
b1281	-4071.91432527635	8157.83	0.161729
b1286	-9663.31635152163	19340.6	0.158379
b1288	-3218.89754874093	6451.8	0.0840569
b1290	-3991.24539867815	7996.49	0.0763737
b1291	-4299.59638831062	8613.19	0.0782827
b1292	-4495.41850711261	9004.84	0.136988
b1293	-4706.88470050938	9427.77	0.106833
b1294	-8836.60732880966	17687.2	0.137341
b1303	-5742.14108538938	11498.3	0.166059
b1304	-2943.54146811995	5901.08	0.132322
b1306	-2519.14269536618	5052.29	0.271096
b1322	-5991.14334205127	11996.3	0.171651
b1323	-8188.43483680612	16390.9	0.160101
b1329	-8529.45719963211	17072.9	0.140179
b1333	-4666.34629685573	9346.69	0.110301
b1334	-2894.81983814842	5803.64	0.0477115
b1344	-4432.25493412991	8878.51	0.0816644
b1412	-3045.59272393604	6105.19	0.187054
b1413	-18473.9300332724	36961.9	0.092459
b1539	-3831.60861624096	7677.22	0.135934
b1593	-4743.44365287047	9500.89	0.231619
b1594	-6930.60099882741	13875.2	0.174676
b1599	-1723.74492781597	3461.49	0.152764
b1600	-2103.02939930079	4220.06	0.232091
b1602	-5907.51136278567	11829	0.0734622
b1603	-7104.97787029882	14224	0.103492
b1604	-5059.90097578761	10133.8	0.194304
b1610	-5945.68176907316	11905.4	0.242112
b1611	-6624.81918505059	13263.6	0.0895309
b1613	-6683.94881115506	13381.9	0.189929
b1614	-10298.6283765614	20611.3	0.338819
b1627	-2464.69874262236	4943.4	0.0538
b1628	-3034.01618552777	6082.03	0.16538
b1629	-13306.9714822209	26627.9	0.227215
b1630	-6107.85062594064	12229.7	0.182929
b1631	-3542.10237728079	7098.2	0.163415
b1632	-3588.94940718128	7191.9	0.140986
b1633	-2909.36829348531	5832.74	0.0829475
b1637	-5393.59235861509	10801.2	0.0949171
b1638	-3240.52102744629	6495.04	0.0928818
b1640	-6231.50977757686	12477	0.15968
b1641	-2497.57789015183	5009.16	0.151622
b1642	-2195.1063670371	4404.21	0.135065
b1652	-3237.76195065295	6489.52	0.135801
b1654	-1439.23321614267	2892.47	0.0717437
b1662	-3287.34631693581	6588.69	0.132779
b1676	-5697.96878517567	11409.9	0.102848
b1677	-763.159279948039	1540.32	0.185731
b1679	-2331.66301683552	4677.33	0.182251
b1680	-6746.97219707885	13507.9	0.147725
b1681	-7842.07468289449	15698.1	0.245555
b1682	-3212.09316899511	6438.19	0.0925775
b1683	-6351.15969621299	12716.3	0.069031
b1688	-6242.4540192479	12498.9	0.209348
b1702	-10257.207075908	20528.4	0.0772428
b1703	-4055.76018709208	8125.52	0.0866043
b1704	-5522.60988570389	11059.2	0.132169
b1708	-2625.09828160894	5264.2	0.154496
b1709	-5518.06082675025	11050.1	0.33694
b1711	-6348.88317047457	12711.8	0.285434
b1712	-964.85806741003	1943.72	0.0311157
b1713	-11140.5281390394	22295.1	0.139841
b1714	-3880.77409144429	7775.55	0.074828
b1716	-1006.08250526677	2026.17	0.0985774
b1719	-7458.48785446994	14931	0.0813635
b1725	-4488.04580369838	8990.09	0.178818
b1726	-3176.09510106194	6366.19	0.173189
b1728	-3533.85273165949	7081.71	0.221245
b1749	-3977.62958640466	7969.26	0.108189
b1763	-9457.19035944307	18928.4	0.108718
b1765	-3055.02175786062	6124.04	0.187718
b1766	-10169.5327167472	20353.1	0.183945
b1777	-1512.55757670887	3039.12	0.135756
b1778	-2229.02356197951	4472.05	0.136853
b1779	-3234.76962804345	6483.54	0.0806614
b1789	-2225.82424418374	4465.65	0.129329
b1804	-6401.49229685421	12817	0.197958
b1807	-3983.5735461491	7981.15	0.180539
b1809	-1869.08675829742	3752.17	0.200711
b1812	-8182.33630058973	16378.7	0.223984
b1814	-6153.52660137474	12321.1	0.0999476
b1817	-4475.28113657313	8964.56	0.124371
b1818	-4444.3718461102	8902.74	0.126026
b1819	-3622.17295643053	7258.35	0.100968
b1820	-2784.02725135338	5582.05	0.280311
b1822	-4847.20120836317	9708.4	0.267733
b1823	-628.040895347426	1270.08	0.0977525
b1829	-3829.62693409377	7673.25	0.0840043
b1830	-9919.85441470598	19853.7	0.107175
b1832	-3059.17752150965	6132.36	0.199462
b1839	-2218.08592890917	4450.17	0.18378
b1842	-1291.91871521529	2597.84	0.165303
b1852	-6174.34905707612	12362.7	0.0758356
b1853	-4161.49817584661	8337	0.104172
b1854	-6031.71805744828	12077.4	0.0653171
b1855	-5225.66350635672	10465.3	0.155993
b1856	-6621.90329570551	13257.8	0.162324
b1858	-4080.9082926681	8175.82	0.130409
b1860	-4503.91670316875	9021.83	0.0870244
b1861	-2879.8648077912	5773.73	0.109718
b1863	-2432.85527622131	4879.71	0.0577912
b1864	-3003.40009054221	6020.8	0.0751856
b1865	-2281.98302171105	4577.97	0.195399
b1866	-7821.12323361409	15656.2	0.110375
b1869	-1990.08448841322	3994.17	0.161765
b1870	-3444.92706246503	6903.85	0.114398
b1871	-5020.53062940497	10055.1	0.116371
b1875	-3499.59126968313	7013.18	0.24503
b1876	-7648.98281120875	15312	0.11307
b1905	-2565.73790666929	5145.48	0.151961
b1912	-2511.29566386808	5036.59	0.106349
b1913	-8449.93408684622	16913.9	0.0844987
b1914	-2905.98610965132	5825.97	0.0965956
b1918	-3852.47110199029	7718.94	0.160572
b2007	-1463.70733506246	2941.41	0.138798
b2011	-7728.36197346741	15470.7	0.154783
b2016	-4700.79173452874	9415.58	0.194117
b2019	-3850.09103978813	7714.18	0.0788835
b2020	-8480.12546023069	16974.3	0.147856
b2022	-5110.32240320612	10234.6	0.0988923
b2023	-3007.35168587742	6028.7	0.125904
b2024	-3901.27076372999	7816.54	0.168818
b2025	-3520.63386395573	7055.27	0.0833251
b2026	-3162.0947663598	6338.19	0.125447
b2029	-6150.92183010984	12315.8	0.0576333
b2064	-12191.1755594255	24396.4	0.284167
b2065	-2427.33585417707	4868.67	0.0546027
b2066	-2815.70856282595	5645.42	0.0954612
b2113	-5323.37972922519	10660.8	0.0984118
b2114	-8636.51992137757	17287	0.0855974
b2143	-5093.35078295926	10200.7	0.202447
b2144	-3564.55006217036	7143.1	0.116979
b2151	-6139.35639239009	12292.7	0.230399
b2152	-7130.28774304238	14274.6	0.264722
b2153	-2766.35018775363	5546.7	0.0798138
b2156	-6582.23409644873	13178.5	0.0930107
b2168	-4203.63275557692	8421.27	0.078568
b2174	-4510.04678947216	9034.09	0.259507
b2175	-2806.22044540474	5626.44	0.178354
b2181	-1967.59337347786	3949.19	0.209246
b2183	-3571.71734991435	7157.43	0.138305
b2184	-8043.877305968	16101.8	0.11568
b2185	-1127.98060491606	2269.96	0.210616
b2186	-4629.06979241523	9272.14	0.101817
b2188	-9800.55003664799	19615.1	0.16855
b2214	-6702.64405253646	13419.3	0.258264
b2216	-17636.3939366564	35286.8	0.316463
b2217	-2749.9162590107	5513.83	0.0818785
b2218	-16789.7502555041	33593.5	0.21727
b2231	-10827.7116761592	21669.4	0.0926117
b2232	-3599.2574561992	7212.51	0.10648
b2234	-8886.84187322779	17787.7	0.0644673
b2235	-4315.93592099939	8645.87	0.0507968
b2253	-6458.25910313544	12930.5	0.169818
b2254	-4991.1720848704	9996.34	0.134172
b2255	-10764.1726605133	21542.3	0.154303
b2256	-5458.33877116761	10930.7	0.252101
b2257	-10480.1284407563	20974.3	0.281551
b2276	-6145.50898740487	12305	0.123383
b2277	-6365.11404778961	12744.2	0.0899051
b2278	-8079.45201257666	16172.9	0.113375
b2279	-1134.16839159688	2282.34	0.083557
b2280	-2541.30435007808	5096.61	0.214861
b2281	-1879.59536813546	3773.19	0.0656253
b2282	-3610.95212419633	7235.9	0.0735108
b2283	-12032.7425126438	24079.5	0.126186
b2284	-5223.80186895859	10461.6	0.0699333
b2285	-2163.81616462907	4341.63	0.124835
b2286	-6707.75799119684	13429.5	0.0644043
b2287	-2394.92112960545	4803.84	0.0392919
b2288	-1999.2705824808	4012.54	0.179367
b2290	-4942.27457460336	9898.55	0.0488374
b2295	-2231.47397395506	4476.95	0.148902
b2296	-4665.64002235236	9345.28	0.105613
b2297	-8377.50085625187	16769	0.0903979
b2299	-2764.82803341112	5543.66	0.188497
b2302	-4142.01632083171	8298.03	0.204833
b2304	-5354.88920087527	10723.8	0.202643
b2311	-2825.97155997041	5665.94	0.109556
b2312	-6267.24568967915	12548.5	0.0585779
b2313	-2176.96570648381	4367.93	0.126884
b2314	-4043.7251504344	8101.45	0.206526
b2315	-7215.85636996929	14445.7	0.224871
b2316	-4059.81012805061	8133.62	0.0932803
b2317	-3548.55841707284	7111.12	0.0807002
b2318	-3935.33157718576	7884.66	0.139064
b2319	-5284.65531577579	10583.3	0.171972
b2320	-6231.87310341968	12477.7	0.15534
b2323	-5179.00901512345	10372	0.0973875
b2325	-1456.38979954202	2926.78	0.194793
b2329	-4865.93841794233	9745.88	0.0765014
b2331	-2831.79045924595	5677.58	0.0987437
b2340	-2595.85538597272	5205.71	0.205213
b2346	-3679.87503621584	7373.75	0.114185
b2393	-5251.79727016005	10517.6	0.0918536
b2400	-6274.33117890126	12562.7	0.107542
b2410	-5336.34653214672	10686.7	0.168531
b2411	-10008.3263706556	20030.7	0.128932
b2412	-5815.21968462211	11644.4	0.284318
b2413	-4047.7206013557	8109.44	0.164549
b2414	-4034.6377415473	8083.28	0.0820888
b2415	-807.880003528519	1629.76	0.0502823
b2417	-1811.56148286871	3637.12	0.0564655
b2421	-4433.43543096846	8880.87	0.117757
b2422	-5473.58606046078	10961.2	0.117676
b2424	-3843.85600330868	7701.71	0.0749313
b2425	-5175.50833413916	10365	0.127112
b2470	-22571.7384770581	45157.5	0.111285
b2471	-2110.22623565844	4234.45	0.206626
b2472	-5410.45988077462	10834.9	0.113712
b2474	-14087.4185369788	28188.8	0.318334
b2476	-2838.82512420213	5691.65	0.0763804
b2477	-5997.38788735586	12008.8	0.237343
b2478	-4089.4213822214	8192.84	0.132111
b2480	-1917.12845794118	3848.26	0.0843903
b2494	-8075.43506596781	16164.9	0.167833
b2496	-3274.34463762163	6562.69	0.094721
b2498	-2425.73074192922	4865.46	0.0538325
b2499	-4568.99606836028	9151.99	0.108952
b2501	-9199.48928017071	18413	0.0773795
b2502	-7743.2792165305	15500.6	0.124771
b2507	-6065.60345100894	12145.2	0.071594
b2508	-5607.7654869414	11229.5	0.0627746
b2509	-7560.40996995002	15134.8	0.159121
b2511	-6409.88197365931	12833.8	0.0963066
b2512	-5925.08514246892	11864.2	0.161689
b2513	-3602.65257833637	7219.31	0.29102
b2514	-5722.16522418962	11458.3	0.132433
b2515	-4615.16398518523	9244.33	0.065143
b2516	-6028.46867282669	12070.9	0.298385
b2517	-4970.30960143628	9954.62	0.0802008
b2518	-1787.28288040111	3588.57	0.112143
b2523	-6539.50862244464	13093	0.142828
b2530	-5068.63260395321	10151.3	0.106576
b2531	-2137.84647279187	4289.69	0.103985
b2532	-3498.39861119787	7010.8	0.110757
b2533	-3382.45912262678	6778.92	0.0988866
b2551	-4568.53715695143	9151.07	0.0746703
b2553	-1156.38962047944	2326.78	0.0245934
