gene_id	likelihood	aic	w
b0357	-408.067094454966	830.134	0.172986
b0358	-1077.13270370696	2168.27	0.2276
b0359	-847.923050729719	1709.85	0.532531
b0360	-654.013739816995	1322.03	1.28419
b0364	-915.532390706098	1845.06	0.065968
b0365	-1447.24607767259	2908.49	0.0375023
b0366	-1057.45938119479	2128.92	0
b0367	-1221.15369957552	2456.31	0.149005
b0368	-1231.30909861236	2476.62	0.0402338
b0369	-1439.88982617088	2893.78	0.0837125
b0370	-412.416298698067	838.833	1.12528
b0374	-4206.7909380237	8427.58	0.213532
b0375	-901.7923698223	1817.58	0
b0376	-1612.88595092367	3239.77	0
b0377	-1717.15658649598	3448.31	0.0573819
b0378	-1554.69335358785	3123.39	0.24211
b0379	-411.490887560147	836.982	0.0406507
b0380	-472.21075052741	958.422	36.4057
b0381	-1524.8369450726	3063.67	0.0746428
b0382	-331.023442357401	676.047	7.5e-08
b0383	-2095.24764010046	4204.5	0.115513
b0384	-472.286487961775	958.573	0
b0385	-1555.54239247675	3125.08	0.112318
b0386	-1099.60516482677	2213.21	0.0988989
b0387	-783.240972692899	1580.48	0
b0388	-709.23846209687	1432.48	0
b0389	-248.390485134188	510.781	0
b0390	-921.500669393403	1857	0.0883396
b0391	-378.799533169547	771.599	0.0407208
b0392	-402.189603277156	818.379	1.16731
b0393	-1235.90770626877	2485.82	0.119491
b0394	-1474.12808149137	2962.26	0.082408
b0396	-1654.81042742648	3323.62	0.062903
b0397	-4434.82490842205	8883.65	0.253575
b0398	-1639.86327045924	3293.73	0.172393
b0399	-940.758635507474	1895.52	0.115176
b0400	-1795.60716828507	3605.21	0.12659
b0401	-1778.08093816418	3570.16	5.55112e-17
b0402	-1888.19672968123	3790.39	0.0240184
b0403	-2577.31312187809	5168.63	0.173885
b0404	-806.789597685225	1627.58	0.093511
b0405	-1478.0096254086	2970.02	0
b0406	-1521.02438625423	3056.05	0
b0407	-437.565068857839	889.13	5e-09
b0408	-2532.908524072	5079.82	0
b0409	-1338.86656638479	2691.73	0
b0410	-467.938833698139	949.878	0
b0411	-1188.92681380854	2391.85	0.194487
b0412	-813.95702691654	1641.91	0.394765
b0413	-608.556894640987	1231.11	0
b0414	-1625.21302577913	3264.43	0.0972356
b0415	-605.443240286404	1224.89	2e-07
b0416	-550.93284266439	1115.87	9.8119e-07
b0417	-1360.62684379272	2735.25	0.0460946
b0418	-727.530822271632	1469.06	0
b0419	-1593.2764452767	3200.55	0.0288717
b0420	-2654.78559272151	5323.57	0.0383531
b0421	-1268.89226221425	2551.78	0
b0422	-322.830138202932	659.66	31.3126
b0423	-2056.16131509032	4126.32	0.0398634
b0424	-857.530869262626	1729.06	0.0544437
b0425	-1308.24917443402	2630.5	0
b0426	-706.025937682126	1426.05	0
b0427	-1947.24383643257	3908.49	0.135141
b0428	-1242.88421306124	2499.77	0.0143407
b0429	-425.313580676966	864.627	0.0011044
b0430	-830.557212697817	1675.11	0
b0431	-2686.25604143255	5386.51	0
b0432	-1322.33097966431	2658.66	0.0314793
b0433	-2102.36319328675	4218.73	0.03343
b0434	-912.436970307788	1838.87	0
b0435	-473.170418746759	960.341	1.2e-06
b0436	-1713.81327948795	3441.63	0
b0437	-845.939216471643	1705.88	0
b0438	-1783.73073879351	3581.46	0
b0439	-3184.7955864938	6383.59	0
b0440	-353.669471499201	721.339	0
b0441	-2529.24740766997	5072.49	0
b0442	-810.26467230632	1634.53	0.835296
b0443	-532.967075648048	1079.93	0
b0444	-1002.0417202383	2018.08	0.0227739
b0445	-2439.2674904963	4892.53	0.0794173
b0446	-1148.5621788143	2311.12	0.0900883
b0447	-750.417467291994	1514.83	1.33094
b0448	-2509.20000677464	5032.4	0.0671743
b0449	-2491.82536590462	4997.65	0.0539976
b0450	-446.057157070289	906.114	0
b0451	-1797.37443337553	3608.75	0
b0452	-1202.16734674893	2418.33	0
b0453	-816.596820431369	1647.19	0.215284
b0454	-523.981163503076	1061.96	7.5e-08
b0456	-459.87967525245	933.759	0.0536399
b0457	-2182.88381962235	4379.77	0.392245
b0458	-685.058298465579	1384.12	0.000554816
b0459	-734.677308737814	1483.35	0.0515001
b0460	-292.703714756635	599.407	0
b0461	-493.587360579591	1001.17	0
b0463	-1614.25902117321	3242.52	0.119993
b0464	-887.449566224686	1788.9	0
b0465	-4748.02991913071	9510.06	0.0152075
b0467	-722.734892449301	1459.47	0.120243
b0468	-493.226626796565	1000.45	5.03399e-09
b0469	-729.914099186515	1473.83	0
b0470	-2646.04893973955	5306.1	0.164272
b0471	-427.239934593767	868.48	0.000247275
b0472	-841.204289186788	1696.41	0
b0473	-2550.39403864312	5114.79	0
b0474	-905.026635882092	1824.05	0.0912306
b0475	-1371.63332347495	2757.27	0.0589243
b0476	-1338.61579648909	2691.23	0.142017
b0477	-1821.05842984852	3656.12	0
b0478	-2374.97542068234	4763.95	0.0535617
b0479	-1741.97860320325	3497.96	0.1084
b0480	-2283.01860722574	4580.04	0.0461087
b0481	-677.878809553861	1369.76	0.0505569
b0482	-1112.71807424916	2239.44	0.192773
b0483	-552.230732303859	1118.46	0.314166
b0484	-3651.38214130181	7316.76	0.0527033
b0485	-1321.37421129387	2656.75	0.117738
b0486	-1757.34458749539	3528.69	0
b0487	-528.045847178019	1070.09	0.00040016
b0488	-599.339246002129	1212.68	0.0638508
b0489	-1275.95456863327	2565.91	0.0353668
b0490	-928.217984450449	1870.44	0
b0491	-1072.62844597217	2159.26	0
b0492	-1214.13532389176	2442.27	0.100886
b0493	-1137.339602529	2288.68	0
b0494	-845.774528582217	1705.55	58.4372
b0495	-908.422197892454	1830.84	2e-07
b0496	-3316.01545071037	6646.03	0.0619221
b0503	-1591.81075155219	3197.62	0.259817
b0508	-1193.82502408651	2401.65	0.160457
b0519	-1381.31450327246	2776.63	0.0813489
b0520	-1154.74335060027	2323.49	0.191266
b0521	-1249.35024030418	2512.7	0.0513955
b0522	-1499.47712423963	3012.95	0.0515284
b0523	-723.697298983249	1461.39	0.0829472
b0524	-1051.34255543227	2116.69	0.0679623
b0525	-660.488727006481	1334.98	0.102791
b0526	-1968.40659208821	3950.81	0.0362665
b0527	-725.015314609208	1464.03	0.256915
b0528	-322.349399855179	658.699	1.34439
b0529	-1250.90772159988	2515.82	0.0474293
b0533	-1376.6335365397	2767.27	0.155355
b0534	-740.565659236467	1495.13	0.257363
b0543	-516.421886344111	1046.84	0.0274489
b0544	-4048.09323491403	8110.19	700.587
b0545	-861.615929473912	1737.23	0.096261
b0546	-1328.22266900793	2670.45	0.137019
b0547	-890.498241748666	1795	0.0456961
b0548	-251.222387503544	516.445	0.255608
b0549	-446.515370351965	907.031	0.205284
b0550	-516.196531706417	1046.39	0.0946186
b0551	-510.368850550075	1034.74	0
b0553	-1952.92979824598	3919.86	0.129462
b0554	-309.496287720979	632.993	0.0666022
b0555	-779.63165294322	1573.26	0.0683168
b0556	-818.334348972644	1650.67	0.205995
b0560	-749.945419763231	1513.89	0.36373
b0561	-3286.86459541119	6587.73	0.465795
b0562	-588.521531202553	1191.04	0.254701
b0563	-381.210952349581	776.422	0.389657
b0566	-1032.59421575598	2079.19	42.0987
b0567	-1304.01657098149	2622.03	0.054063
b0568	-4165.39611245463	8344.79	0.11701
b0570	-2160.88279562488	4335.77	0.0595011
b0571	-974.096821288933	1962.19	0
b0572	-2027.87896310917	4069.76	0.0328441
b0573	-453.757519342134	921.515	0.229473
b0574	-1713.97357848904	3441.95	0.138549
b0575	-4474.86667158222	8963.73	0.0301767
b0576	-1878.400485462	3770.8	0.101466
b0577	-1707.68517088451	3429.37	0
b0578	-908.78954515158	1831.58	0.14742
b0579	-512.183422386468	1038.37	0
b0581	-1604.97337673923	3223.95	0.0355693
b0583	-930.399477966533	1874.8	0.114714
b0584	-3229.69500853978	6473.39	0.0438291
b0585	-1659.86949918153	3333.74	0.227541
b0586	-5705.04229193016	11424.1	0.11365
b0587	-1788.61680262279	3591.23	0.1817
b0588	-1166.37157256303	2346.74	0.0262948
b0589	-1424.42412827289	2862.85	0.0424855
b0590	-1422.85297040596	2859.71	0.0420663
b0591	-1754.32185950977	3522.64	0.0145076
b0592	-1440.86464429938	2895.73	0.0673828
b0593	-1684.01599780368	3382.03	0.0702734
b0594	-2358.17643513725	4730.35	0.0720904
b0595	-1184.32476087796	2382.65	0.167049
b0596	-1052.05973239217	2118.12	0.112456
b0597	-627.187555046188	1268.38	0.0369717
b0598	-2985.31554944966	5984.63	0.0257804
b0599	-1608.24033717153	3230.48	0.0957891
b0600	-1594.12619061688	3202.25	0.48573
b0601	-850.324123914264	1714.65	0
b0604	-1158.70549115492	2331.41	0.279808
b0605	-754.177921666978	1522.36	0
b0606	-2162.6908682661	4339.38	0
b0607	-607.395250105067	1228.79	0.148918
b0608	-1780.12844961762	3574.26	0.115778
b0609	-619.827827455618	1253.66	2e-07
b0610	-543.609233455633	1101.22	2e-07
b0611	-1147.61290181766	2309.23	0.27921
b0612	-2024.65694066852	4063.31	0.0380799
b0613	-1242.80594083874	2499.61	0.0482567
b0614	-740.717160755662	1495.43	0
b0615	-2142.51599255688	4299.03	0.0362207
b0616	-1247.7537971899	2509.51	0
b0617	-387.989121112856	789.978	1.2e-06
b0619	-2328.74245303866	4671.48	0.108116
b0620	-919.834031710697	1853.67	62.68
b0621	-1869.96835160094	3753.94	0.0387075
b0622	-833.899882433984	1681.8	0.501492
b0623	-273.19732403543	560.395	0.000595403
b0624	-536.526123395681	1087.05	0.261894
b0626	-783.281520342383	1580.56	0
b0628	-1302.222526472	2618.45	0
b0629	-1112.02106688019	2238.04	0.0645161
b0630	-790.81070298433	1595.62	0
b0631	-349.41403750714	712.828	0
b0632	-1641.81004890684	3297.62	0
b0633	-1498.80667793648	3011.61	0.0776768
b0634	-1501.42416886802	3016.85	0
b0635	-2615.89597169311	5245.79	0.0325979
b0636	-623.421576912372	1260.84	0
b0637	-309.538796715208	633.078	1.53269
b0638	-833.733806310175	1681.47	0
b0639	-862.323850777841	1738.65	0
b0640	-1408.66664882498	2831.33	0.581918
b0641	-801.963511308862	1617.93	0
b0642	-3550.96851138358	7115.94	0.0926056
b0643	-655.512098842458	1325.02	0
b0644	-1340.52878710204	2695.06	0.216792
b0645	-1040.99600447364	2095.99	0.12277
b0646	-2160.39747253416	4334.79	0.321848
b0647	-835.821112520108	1685.64	0.0827808
b0648	-1042.44789157813	2098.9	0.374168
b0649	-2151.17036109863	4316.34	0.14125
b0650	-2441.91440951483	4897.83	0.0176234
b0651	-1346.5191430037	2707.04	0.0452943
b0652	-1029.85779346207	2073.72	0
b0653	-941.344566239188	1896.69	0
b0654	-1047.43740380458	2108.87	0.0249099
b0655	-1286.82358498575	2587.65	0.0947516
b0657	-2262.40474449596	4538.81	0.0664037
b0658	-1182.77043760069	2379.54	0
b0659	-620.483050579253	1254.97	0
b0660	-1482.24942906577	2978.5	0
b0661	-2000.32522957424	4014.65	0.0145321
b0662	-1744.20054216591	3502.4	0.0649345
b0674	-2429.95054186336	4873.9	0.0303487
b0675	-1079.5862079327	2173.17	0
b0676	-1653.82443300886	3321.65	0
b0677	-1595.28709990458	3204.57	0.103139
b0678	-1118.4285768189	2250.86	0
b0679	-2782.68075824967	5579.36	0.0547899
b0680	-2329.43242412622	4672.86	0
b0681	-1929.20548786615	3872.41	0.077167
b0682	-459.670514240887	933.341	0.148681
b0683	-589.169430039513	1192.34	0
b0684	-711.464931295965	1436.93	0
b0685	-477.290673032743	968.581	4.46672e-11
b0686	-1080.00435410468	2174.01	0.140239
b0687	-740.531150676186	1495.06	0
b0688	-2350.67733781685	4715.35	0.0295626
b0692	-1862.27203300453	3738.54	0
b0693	-3444.38897075679	6902.78	0.0874305
b0694	-959.833374499696	1933.67	0.0576116
b0695	-3825.37094431971	7664.74	0.0654544
b0696	-850.757323958479	1715.51	0.144606
b0697	-2909.45970298602	5832.92	0.0420186
b0698	-2431.43840535266	4876.88	0.10302
b0699	-292.066478049903	598.133	0
b0700	-7090.10570811968	14194.2	0.515726
b0705	-1198.47858023863	2410.96	0.060949
b0707	-681.08109886706	1376.16	8.43038
b0708	-1996.28561875821	4006.57	0.33821
b0709	-2150.10598036535	4314.21	0.0200641
b0710	-1030.43974585633	2074.88	0.0481983
b0711	-897.616115474735	1809.23	0.107186
b0712	-1316.36934223555	2646.74	0.148927
b0713	-1044.6448739076	2103.29	0.327096
b0714	-1136.17367716893	2286.35	0.101091
b0715	-1568.82060823346	3151.64	0.0653879
b0716	-1694.10969891202	3402.22	0.0773346
b0717	-1283.7876132798	2581.58	0.119033
b0719	-1161.1907985862	2336.38	0.0607199
b0720	-1770.00309787753	3554.01	0
b0721	-513.79343099266	1041.59	0.00132109
b0722	-464.792322115607	943.585	0
b0723	-2481.41976263414	4976.84	0
b0724	-995.000741861138	2004	0.0913494
b0725	-351.590075101731	717.18	18.2078
b0726	-3845.3591318685	7704.72	0.0324126
b0727	-1639.73945606786	3293.48	0
b0728	-1561.46776156385	3136.94	0
b0729	-1233.01112894425	2480.02	0
b0730	-1000.07065047519	2014.14	0.254838
b0731	-2700.87751300923	5415.76	0.33512
b0733	-2101.86040868348	4217.72	0.0535628
b0734	-1531.89016323796	3077.78	0
b0735	-387.378360453089	788.757	0
b0736	-537.441433434314	1088.88	5e-09
b0737	-971.655026606883	1957.31	0
b0738	-565.222017397016	1144.44	0.010101
b0739	-1767.52503387179	3549.05	0.37834
b0740	-1817.49884302206	3649	0
b0741	-692.152698667859	1398.31	0.0537352
b0742	-1083.08859164042	2180.18	0.387361
b0751	-966.595637362965	1947.19	0
b0752	-1299.764303628	2613.53	0.1881
b0753	-506.980650801546	1027.96	0.932931
b0754	-1517.00929342465	3048.02	0.0243431
b0755	-1046.25381398468	2106.51	0
b0756	-1470.61731536893	2955.23	0.0497166
b0757	-1628.02909413657	3270.06	0.0187648
b0758	-1500.16304016402	3014.33	0.0209431
b0759	-1411.38225090816	2836.76	0.0357065
b0760	-2027.968536922	4069.94	0.0815085
b0761	-1109.74598388222	2233.49	0.0502736
b0763	-1160.79573523412	2335.59	0.170594
b0764	-947.948094324144	1909.9	0
b0765	-1436.84211268198	2887.68	0
b0767	-1381.80778703985	2777.62	0.159619
b0768	-1434.62185463904	2883.24	0.0368095
b0771	-3238.71580695526	6491.43	0.0789445
b0772	-1725.65118295864	3465.3	22.1549
b0773	-635.887778358326	1285.78	9.92425e-11
b0774	-1767.90072161869	3549.8	0
b0775	-1459.66467936638	2933.33	0
b0776	-1731.61137153631	3477.22	0.13938
b0777	-1125.60316878399	2265.21	0.0921249
b0778	-968.08101246976	1950.16	0.181993
b0779	-2754.26318731513	5522.53	0
b0780	-1258.15859534568	2530.32	0
b0781	-1363.86649082829	2741.73	0.3151
b0782	-706.83810879447	1427.68	0
b0783	-660.613905311499	1335.23	0.160348
b0784	-342.907819497985	699.816	0.342496
b0785	-652.132024352504	1318.26	0.0377159
b0786	-954.874632723941	1923.75	0
b0787	-997.856737977787	2009.71	0.419729
b0789	-1744.55170221257	3503.1	0.0808231
b0790	-1028.59545786019	2071.19	0
b0791	-550.982249424307	1115.96	0
b0792	-1527.89926388555	3069.8	0
b0793	-1540.15979310674	3094.32	0
b0794	-2491.63642804149	4997.27	0.0407155
b0795	-1397.21862378307	2808.44	0.156528
b0796	-942.512523741633	1899.03	0.147012
b0797	-1844.20236367066	3702.4	0.102526
b0798	-716.658025605194	1447.32	0.0727157
b0799	-3079.03670020936	6172.07	0.0459097
b0800	-1310.84890947083	2635.7	0.297705
b0801	-1459.28765380005	2932.58	0
b0802	-338.460149402831	690.92	16.7908
b0803	-352.915642679222	719.831	0.00100589
b0804	-1001.97817854614	2017.96	0.237446
b0806	-549.635243139135	1113.27	14.3202
b0807	-1433.15546468852	2880.31	0.0449352
b0808	-3366.70881416405	6747.42	0.020676
b0809	-979.216024786487	1972.43	0.0966415
b0810	-902.090497886194	1818.18	0
b0811	-985.522328585277	1985.04	0
b0812	-662.927141413959	1339.85	0.00114434
b0813	-1180.09622847948	2374.19	0
b0814	-694.471052731622	1402.94	0
b0815	-2225.5501779439	4465.1	0
b0817	-614.941650663015	1243.88	0.099849
b0818	-1487.88748533538	2989.77	0.326434
b0819	-1264.32550855342	2542.65	0
b0820	-2235.52106342591	4485.04	0.0516632
b0821	-1785.99664317671	3585.99	0.131183
b0822	-1127.28049155661	2268.56	0.14752
b0823	-3516.34404797275	7046.69	0.0389233
b0824	-1281.08750421452	2576.18	0.11851
b0825	-1017.01163489866	2048.02	0.108371
b0826	-1118.75620128261	2251.51	0.0475033
b0827	-1740.79737641811	3495.59	0.0698843
b0828	-1300.98177103821	2615.96	1.62556
b0829	-2495.21203281122	5004.42	0.0850967
b0830	-2135.70521435374	4285.41	0.0565551
b0831	-1266.40832345506	2546.82	0.0411362
b0832	-1281.09740152172	2576.19	0.031249
b0835	-1817.54947944306	3649.1	0.0376749
b0836	-514.468577266401	1042.94	0
b0837	-1523.2083498909	3060.42	0.455981
b0838	-852.026476910505	1718.05	0.0426185
b0840	-1070.09694433234	2154.19	0.103645
b0841	-814.859120357482	1643.72	0.210115
b0843	-382.155801652981	778.312	0.486338
b0844	-1127.10836115883	2268.22	0.0696526
b0845	-1666.27825970051	3346.56	0.06309
