gene_id	likelihood	aic	w
b0145	-1443.84147735372	2903.68	0.0274651
b0146	-4055.42193858103	8126.84	0.210225
b0149	-12353.0645323236	24722.1	0.116026
b0154	-5668.99887231176	11354	0.0957655
b0156	-1356.17203890419	2728.34	0.0595561
b0159	-3463.69030800427	6943.38	0.137055
b0163	-1605.06402680421	3226.13	0.0694711
b0166	-3451.079892229	6918.16	0.0651499
b0167	-13719.0522921993	27454.1	0.126148
b0168	-3421.21356679585	6858.43	0.10518
b0169	-2145.40575546431	4306.81	0.0710157
b0170	-3330.98010791121	6677.96	0.181917
b0171	-2664.17524788057	5344.35	0.0461617
b0172	-2310.51525152928	4637.03	0.116684
b0173	-6473.71013218509	12963.4	0.178146
b0174	-3798.43691574721	7612.87	0.168241
b0175	-4358.80066841953	8733.6	0.174528
b0176	-6740.60027644133	13497.2	0.190045
b0177	-10795.6156861585	21607.2	0.115238
b0178	-2418.85875380585	4853.72	0.223747
b0179	-4387.58338723279	8791.17	0.110873
b0180	-1708.83456016424	3433.67	0.0655116
b0181	-3567.74120071535	7151.48	0.132013
b0182	-5679.22164486721	11374.4	0.113183
b0183	-2861.54082841494	5739.08	0.104189
b0184	-14288.6731235038	28593.3	0.0701553
b0185	-3667.9143749994	7351.83	0.0659178
b0188	-9232.76623398953	18481.5	0.281719
b0189	-1475.06745296881	2966.13	0.185762
b0194	-7234.46799390827	14484.9	0.0908739
b0195	-3583.78795275662	7183.58	0.158304
b0196	-2339.54569407403	4695.09	0.289551
b0197	-3440.04255998874	6896.09	0.0716099
b0198	-2951.00563012895	5918.01	0.0662228
b0199	-4822.5598145856	9661.12	0.0989927
b0200	-2745.78413849603	5507.57	0.141781
b0209	-4683.36007269662	9382.72	0.129507
b0211	-6969.89741174681	13955.8	0.197763
b0212	-4486.19208474958	8988.38	0.207724
b0213	-4155.69488589538	8327.39	0.194013
b0214	-2242.93554612933	4501.87	0.0944075
b0215	-3559.297448579	7134.59	0.110303
b0222	-2425.1114598878	4866.22	0.072101
b0223	-3617.27164378138	7250.54	0.0999162
b0237	-7049.52638045854	14115.1	0.128017
b0238	-1745.75247855788	3507.5	0.0493911
b0239	-7094.35578792744	14204.7	0.182558
b0242	-5098.82514587719	10213.7	0.0826996
b0243	-6517.79081909722	13051.6	0.15252
b0369	-5759.71847811063	11535.4	0.197951
b0386	-4946.14504736833	9908.29	0.302944
b0388	-3594.3837044367	7204.77	0.315863
b0393	-4330.49128410469	8676.98	0.119577
b0401	-6621.73793536807	13259.5	0.143336
b0402	-6251.59448223104	12519.2	0.137753
b0405	-4865.20532215161	9746.41	0.0938327
b0406	-4277.39556287713	8570.79	0.0565619
b0407	-1241.22225689679	2498.44	0.12447
b0408	-7789.19566455526	15594.4	0.103452
b0409	-4249.62960474464	8515.26	0.117112
b0414	-6102.12914949764	12220.3	0.150661
b0415	-1972.07381157139	3960.15	0.136804
b0416	-1774.30552549425	3564.61	0.136736
b0417	-5172.19144361948	10360.4	0.155136
b0418	-2560.47856897477	5136.96	0.096498
b0420	-8489.06141539719	16994.1	0.0787776
b0421	-4893.58100718691	9803.16	0.163489
b0423	-6711.0936911062	13438.2	0.106205
b0425	-5370.65032756131	10757.3	0.213463
b0434	-3148.75248894904	6313.5	0.163395
b0435	-1578.07681082056	3172.15	0.133083
b0436	-4979.36679507315	9974.73	0.12717
b0437	-2284.30068749651	4584.6	0.0449423
b0438	-4680.74567372731	9377.49	0.0420637
b0439	-9012.86000681065	18041.7	0.0491331
b0440	-1031.02766231439	2078.06	0.0847547
b0441	-10728.6417195441	21473.3	0.247986
b0444	-3351.29482792372	6718.59	0.105787
b0448	-9443.57617710903	18903.2	0.12899
b0449	-9610.84020538172	19237.7	0.133134
b0450	-1378.67637875712	2773.35	0.0793426
b0451	-6436.42730260552	12888.9	0.12773
b0460	-866.792893179439	1749.59	0.0532739
b0463	-6086.58065369699	12189.2	0.17516
b0464	-3699.73281046403	7415.47	0.217351
b0469	-2679.93452810858	5375.87	0.135867
b0470	-10480.6310415313	20977.3	0.18436
b0471	-1102.84216882531	2221.68	0.0292168
b0472	-2545.4741322856	5106.95	0.0585756
b0473	-7831.36622769015	15678.7	0.0871613
b0474	-2700.23139630014	5416.46	0.100631
b0475	-5504.39877326827	11024.8	0.181914
b0482	-5301.50022000675	10619	0.290173
b0489	-3942.20704620341	7900.41	0.0816033
b0495	-3248.05950358205	6512.12	0.133911
b0522	-5503.14205485474	11022.3	0.133095
b0523	-2509.08523635712	5034.17	0.135293
b0524	-4062.33055094037	8140.66	0.231475
b0525	-1843.73012254676	3703.46	0.0962363
b0526	-6030.94617489408	12077.9	0.0830297
b0529	-3984.51791117258	7985.04	0.0879905
b0605	-2886.09119314002	5788.18	0.23179
b0622	-3628.21100250718	7272.42	0.241661
b0628	-3817.34660371173	7650.69	0.0466217
b0630	-3428.39669677276	6872.79	0.162429
b0631	-979.00070355887	1974	0.0484569
b0632	-5163.9336591566	10343.9	0.108032
b0634	-4688.31975254438	9392.64	0.0663123
b0635	-8665.74053177796	17347.5	0.0912917
b0636	-1873.54947779978	3763.1	0.0492013
b0639	-3876.44055110417	7768.88	0.22563
b0640	-5694.06881828116	11404.1	0.186136
b0641	-3354.29128974988	6724.58	0.269029
b0642	-10576.1090189191	21168.2	0.0935105
b0655	-4139.74062967787	8295.48	0.110722
b0657	-8456.90201692069	16929.8	0.15786
b0658	-3598.29389045176	7212.59	0.0628024
b0659	-2254.27381456363	4524.55	0.109247
b0660	-4472.21802025236	8960.44	0.0719399
b0661	-5716.8738129633	11449.7	0.0626149
b0662	-6433.26371480381	12882.5	0.193666
b0674	-9342.07365622632	18700.1	0.182736
b0676	-5825.6910130103	11667.4	0.11018
b0677	-5828.43416979092	11672.9	0.172414
b0678	-3700.6730547919	7417.35	0.116776
b0679	-10780.7351928905	21577.5	0.238952
b0680	-6894.33502851992	13804.7	0.0825884
b0683	-1873.76115593038	3763.52	0.0687908
b0684	-2112.83289759248	4241.67	0.0777217
b0685	-1534.82488216092	3085.65	0.134666
b0686	-4581.98512848749	9179.97	0.238469
b0687	-2779.49342252234	5574.99	0.193369
b0688	-7361.29530807478	14738.6	0.0896136
b0710	-3617.84440071331	7251.69	0.141254
b0713	-5344.66872442234	10705.3	0.399938
b0720	-5262.20172746801	10540.4	0.0715717
b0721	-1571.90059050599	3159.8	0.184196
b0722	-1591.04541914799	3198.09	0.181056
b0723	-6459.6242964667	12935.2	0.046189
b0724	-2802.84629798815	5621.69	0.0640853
b0726	-11503.6846899037	23023.4	0.086074
b0727	-5005.7479180191	10027.5	0.120182
b0728	-4213.85734499946	8443.71	0.0648216
b0729	-3341.64676639322	6699.29	0.0512561
b0733	-6346.95227673629	12709.9	0.0956863
b0734	-5127.66898667701	10271.3	0.147149
b0737	-2778.33110654794	5572.66	0.0544541
b0738	-2044.86852524556	4105.74	0.125103
b0739	-7051.41755010873	14118.8	0.284788
b0740	-5562.35368242144	11140.7	0.107487
b0741	-1878.9793377535	3773.96	0.0968703
b0742	-3793.26688813858	7602.53	0.187103
b0754	-4787.23377911382	9590.47	0.0765764
b0755	-3039.7438725492	6095.49	0.0652524
b0757	-5737.23564099255	11490.5	0.163177
b0758	-4779.74349699143	9575.49	0.14698
b0759	-5485.13890545971	10986.3	0.155159
b0761	-3949.02083375691	7914.04	0.157866
b0767	-5728.29346945897	11472.6	0.211223
b0774	-6754.52404173676	13525	0.146261
b0775	-4717.80083559691	9451.6	0.0807007
b0776	-7126.89199529371	14269.8	0.242278
b0777	-5197.19971880547	10410.4	0.28266
b0778	-4177.40453271939	8370.81	0.217808
b0779	-8771.18791429505	17558.4	0.0607182
b0780	-4675.80000483364	9367.6	0.114582
b0783	-2119.68380272582	4255.37	0.0946647
b0797	-6979.06531961851	13974.1	0.143476
b0812	-2108.07422905665	4232.15	0.115323
b0820	-6211.20100270317	12438.4	0.0725019
b0827	-6923.58805831345	13863.2	0.202063
b0849	-1188.05835610814	2392.12	0.133229
b0861	-3325.59198657584	6667.18	0.107789
b0862	-3533.18702499275	7082.37	0.121585
b0863	-3488.59963082122	6993.2	0.131003
b0864	-3251.52996913009	6519.06	0.111183
b0867	-5158.93000576953	10333.9	0.245433
b0874	-5257.46162524228	10530.9	0.19016
b0878	-7227.78050067796	14471.6	0.262528
b0879	-11843.0365357836	23702.1	0.220204
b0880	-875.942512903233	1767.89	0.11579
b0881	-1385.45638721954	2786.91	0.210857
b0882	-9391.85806854709	18799.7	0.0617947
b0884	-555.433277378033	1126.87	0.0039511
b0886	-10032.9621494372	20081.9	0.197611
b0887	-9923.59035891604	19863.2	0.189306
b0888	-4250.14731928189	8516.29	0.0728599
b0889	-1688.08671235041	3392.17	0.0114595
b0890	-22426.4919028326	44869	0.215153
b0891	-2967.63634656282	5951.27	0.153312
b0892	-5805.04050914636	11626.1	0.0652719
b0893	-5353.76052250842	10723.5	0.0990694
b0902	-3143.25586533004	6302.51	0.0651709
b0904	-3952.0553185422	7920.11	0.121853
b0907	-5297.94758431816	10611.9	0.113734
b0908	-6444.47626887217	12905	0.131154
b0910	-3144.19329169157	6304.39	0.127715
b0911	-4766.59363734704	9549.19	0.0538706
b0912	-1012.99259491998	2041.99	0.06503
b0914	-7599.15937160034	15214.3	0.0766941
b0915	-5611.19998878058	11238.4	0.230867
b0920	-4740.81438924766	9497.63	0.229849
b0921	-4164.84496083749	8345.69	0.2104
b0922	-5419.71288851959	10855.4	0.0967985
b0923	-3061.33373572567	6138.67	0.104255
b0926	-2834.2434069475	5684.49	0.142482
b0927	-3467.76478782426	6951.53	0.170114
b0928	-5486.02259212528	10988	0.0998433
b0930	-5698.28284169816	11412.6	0.0825584
b0932	-12438.1291851415	24892.3	0.10638
b0945	-4530.81213958926	9077.62	0.077897
b0947	-6229.75664683866	12475.5	0.199527
b0948	-10550.5551936957	21117.1	0.131064
b0949	-9411.75471020783	18839.5	0.126128
b0950	-6907.56130041665	13831.1	0.173242
b0951	-8699.88742237003	17415.8	0.163165
b0952	-3629.62257142436	7275.25	0.219243
b0954	-2080.34251720598	4176.69	0.081798
b0956	-2274.59980104142	4565.2	0.11058
b0957	-4753.92999233429	9523.86	0.236174
b0962	-11420.6270998777	22857.3	0.173425
b0963	-2287.07486511398	4590.15	0.124029
b0966	-1603.20155844605	3222.4	0.103141
b0969	-1737.53284093302	3491.07	0.129781
b1091	-4608.36080606825	9232.72	0.127265
b1092	-4530.9975189377	9078	0.144464
b1093	-3161.56816933084	6339.14	0.169787
b1095	-5047.30976992564	10110.6	0.098122
b1096	-5379.46980135578	10774.9	0.279984
b1097	-5991.37264568871	11998.7	0.19309
b1098	-3421.49909637744	6859	0.165261
b1099	-6385.12083203222	12786.2	0.292145
b1100	-4005.28031453834	8026.56	0.136011
b1103	-1586.74887054	3189.5	0.0879888
b1105	-3749.4816081543	7514.96	0.248301
b1106	-5951.99674595474	11920	0.411763
b1107	-7561.11818576239	15138.2	0.245652
b1109	-5852.16183248248	11720.3	0.0779898
b1114	-16084.3029485816	32184.6	0.0972489
b1116	-5959.65053399705	11935.3	0.12952
b1117	-3518.31762700193	7052.64	0.095605
b1118	-6188.67766707898	12393.4	0.122562
b1120	-4294.95940443984	8605.92	0.142111
b1128	-5119.05267649586	10254.1	0.126336
b1129	-8239.91746442134	16495.8	0.192737
b1130	-3246.55685170459	6509.11	0.0920457
b1131	-5720.04303647962	11456.1	0.0724255
b1132	-3349.20449515925	6714.41	0.169582
b1133	-4989.77084284246	9995.54	0.0849618
b1134	-2359.97963584331	4735.96	0.147691
b1174	-1174.32894824028	2364.66	0.0706697
b1175	-3136.9451530196	6289.89	0.0480717
b1176	-3851.24471658208	7718.49	0.19699
b1179	-1767.66967698724	3551.34	0.205391
b1180	-3422.38189531782	6860.76	0.156966
b1181	-2258.36967343826	4532.74	0.108004
b1185	-2833.19876800128	5682.4	0.155975
b1203	-4180.58596028401	8377.17	0.0599767
b1204	-2792.95606557057	5601.91	0.122304
b1207	-3150.48520795125	6316.97	0.0352458
b1208	-4505.02634846517	9026.05	0.194536
b1209	-3433.10525437556	6882.21	0.189491
b1210	-5962.7908799931	11941.6	0.116973
b1211	-4623.60253327234	9263.21	0.0894499
b1212	-5129.44001959922	10274.9	0.235844
b1215	-3395.18376596708	6806.37	0.0659324
b1232	-3673.25483108376	7362.51	0.0726608
b1235	-5429.29037715995	10874.6	0.201146
b1236	-4210.60983314689	8437.22	0.0912307
b1237	-1712.97303733435	3441.95	0.15296
b1238	-2960.4799711723	5936.96	0.124053
b1241	-10076.7303589736	20169.5	0.0743246
b1243	-8334.9156196095	16685.8	0.135644
b1244	-3825.6922676638	7667.38	0.0530508
b1246	-4881.23214346419	9778.46	0.0956723
b1247	-4502.41371243256	9020.83	0.0624046
b1249	-6932.48177326532	13881	0.0944184
b1252	-4679.7215988802	9375.44	0.28653
b1254	-2606.69931899448	5229.4	0.110214
b1255	-4582.73553304475	9181.47	0.251297
b1260	-4284.44952346155	8584.9	0.153673
b1261	-5106.20403691579	10228.4	0.0638202
b1263	-6780.50905327956	13577	0.093208
b1264	-8569.28931558059	17154.6	0.162066
b1266	-4824.14072205809	9664.28	0.211962
b1267	-2920.47062161254	5856.94	0.0821175
b1269	-4444.09990223384	8904.2	0.124577
b1272	-5728.89245934963	11473.8	0.172488
b1274	-11071.7213248674	22159.4	0.0938676
b1275	-4283.76054487227	8583.52	0.0627506
b1277	-2551.16110523507	5118.32	0.0667041
b1279	-1687.80940271093	3391.62	0.186151
b1280	-5693.42510218315	11402.9	0.11912
b1281	-4071.54356961025	8159.09	0.159506
b1286	-9660.85100764073	19337.7	0.15369
b1288	-3216.94318464636	6449.89	0.0794991
b1290	-3990.06603871637	7996.13	0.0737086
b1291	-4296.08580422961	8608.17	0.0753237
b1292	-4495.17216760742	9006.34	0.13499
b1293	-4706.67349351925	9429.35	0.105886
b1294	-8835.53561260515	17687.1	0.135354
b1303	-5740.45956367552	11496.9	0.162094
b1304	-2941.633465408	5899.27	0.126334
b1306	-2517.77812923929	5051.56	0.257696
b1322	-5991.14339265368	11998.3	0.171599
b1323	-8187.6872435064	16391.4	0.157689
b1329	-8527.59033947277	17071.2	0.137506
b1333	-4666.32822797468	9348.66	0.110553
b1334	-2894.20329224977	5804.41	0.0463529
b1344	-4429.61150358749	8875.22	0.0786065
b1412	-3045.51146298181	6107.02	0.188683
b1413	-18457.2341872515	36930.5	0.08771
b1539	-3831.6030985632	7679.21	0.13574
b1593	-4742.96367544413	9501.93	0.227136
b1594	-6930.60128131053	13877.2	0.174533
b1599	-1723.66597799038	3463.33	0.154949
b1600	-2102.86194366898	4221.72	0.234688
b1602	-5905.16450705752	11826.3	0.0708778
b1603	-7103.6283038422	14223.3	0.101034
b1604	-5059.52858713079	10135.1	0.191592
b1610	-5944.42039049975	11904.8	0.238648
b1611	-6622.3737988233	13260.7	0.0869834
b1613	-6683.33117534379	13382.7	0.187204
b1614	-10298.5894863429	20613.2	0.337696
b1627	-2463.94285878112	4943.89	0.0527944
b1628	-3033.95165698374	6083.9	0.164189
b1629	-13303.9212348385	26623.8	0.221882
b1630	-6107.57302066611	12231.1	0.181272
b1631	-3540.87199362277	7097.74	0.159699
b1632	-3588.68685060555	7193.37	0.138844
b1633	-2905.39737257759	5826.79	0.0788628
b1637	-5389.58469015979	10795.2	0.089634
b1638	-3236.77114422118	6489.54	0.0887003
b1640	-6227.0870733186	12470.2	0.153095
b1641	-2497.38125974169	5010.76	0.148581
b1642	-2195.08435756799	4406.17	0.135529
b1652	-3237.64482539518	6491.29	0.136651
b1654	-1439.221190758	2894.44	0.0713477
b1662	-3282.49923318889	6581	0.125289
b1676	-5696.50769069536	11409	0.0996903
b1677	-762.960976533538	1541.92	0.191513
b1679	-2330.95707295696	4677.91	0.1779
b1680	-6746.32368958595	13508.6	0.14556
b1681	-7841.66181486483	15699.3	0.242926
b1682	-3210.50146439739	6437	0.0887682
b1683	-6347.64544627372	12711.3	0.0668362
b1688	-6242.2599821937	12500.5	0.20764
b1702	-10253.8864235752	20523.8	0.0751623
b1703	-4055.59340213586	8127.19	0.0859304
b1704	-5519.98464668423	11056	0.128472
b1708	-2623.94942624228	5263.9	0.151323
b1709	-5518.06037122298	11052.1	0.33663
b1711	-6348.87826659488	12713.8	0.285808
b1712	-964.475036784701	1944.95	0.0303148
b1713	-11132.91707433	22281.8	0.131412
b1714	-3873.98827087526	7763.98	0.0684462
b1716	-1005.42587844033	2026.85	0.0922674
b1719	-7450.18577579493	14916.4	0.0759772
b1725	-4488.04565009764	8992.09	0.178771
b1726	-3176.08880462466	6368.18	0.172569
b1728	-3532.48103313339	7080.96	0.227398
b1749	-3974.38216697775	7964.76	0.102969
b1763	-9454.48886890944	18925	0.105909
b1765	-3054.99177881344	6125.98	0.187013
b1766	-10168.1094897928	20352.2	0.180406
b1777	-1509.88554405336	3035.77	0.132093
b1778	-2226.7438485635	4469.49	0.130337
b1779	-3234.57671220532	6485.15	0.0816587
b1789	-2225.59029332301	4467.18	0.132181
b1804	-6395.88672800806	12807.8	0.190577
b1807	-3982.69690649736	7981.39	0.176114
b1809	-1869.07862025749	3754.16	0.201094
b1812	-8180.63655284376	16377.3	0.218249
b1814	-6151.26207084068	12318.5	0.0961265
b1817	-4475.1356119635	8966.27	0.123005
b1818	-4444.11427401293	8904.23	0.124594
b1819	-3621.23038386988	7258.46	0.0977148
b1820	-2784.02541018941	5584.05	0.280026
b1822	-4846.14098954445	9708.28	0.261315
b1823	-627.149672210872	1270.3	0.107542
b1829	-3826.44296547554	7668.89	0.0793138
b1830	-9917.66470269845	19851.3	0.10423
b1832	-3057.3567507051	6130.71	0.206795
b1839	-2215.52829965098	4447.06	0.176316
b1842	-1290.75702470195	2597.51	0.1546
b1852	-6168.78528087294	12353.6	0.0721076
b1853	-4161.17933958025	8338.36	0.103015
b1854	-6028.23533109202	12072.5	0.0625032
b1855	-5221.36815648513	10458.7	0.147212
b1856	-6620.88578324555	13257.8	0.159074
b1858	-4080.74568201595	8177.49	0.129042
b1860	-4500.52170028822	9017.04	0.0823185
b1861	-2879.06848069955	5774.14	0.106631
b1863	-2430.78534662254	4877.57	0.0554069
b1864	-3001.57717513109	6019.15	0.0710842
b1865	-2281.89234293486	4579.78	0.194386
b1866	-7812.09177172069	15640.2	0.102891
b1869	-1988.61475016629	3993.23	0.157477
b1870	-3442.32562733384	6900.65	0.109622
b1871	-5013.37214520204	10042.7	0.108263
b1875	-3499.16699391967	7014.33	0.239633
b1876	-7644.06811009127	15304.1	0.108633
b1905	-2563.75661472712	5143.51	0.145406
b1912	-2510.99324461606	5037.99	0.105125
b1913	-8445.6753011664	16907.4	0.0810539
b1914	-2904.55442068017	5825.11	0.0927786
b1918	-3852.39393916771	7720.79	0.161467
b2007	-1463.41822605355	2942.84	0.133446
b2011	-7727.41329764531	15470.8	0.152224
b2016	-4697.7550058938	9411.51	0.183733
b2019	-3846.43525856469	7708.87	0.0730925
b2020	-8477.23659822913	16970.5	0.151162
b2022	-5108.79113601878	10233.6	0.0963073
b2023	-3007.33643575489	6030.67	0.126232
b2024	-3900.36559516157	7816.73	0.163597
b2025	-3519.64957512005	7055.3	0.0812466
b2026	-3161.32162495173	6338.64	0.123301
b2029	-6150.90807495947	12317.8	0.0574344
b2064	-12190.3297908328	24396.7	0.286755
b2065	-2425.98679635396	4867.97	0.0515534
b2066	-2814.5668979669	5645.13	0.0925333
b2113	-5319.1638765643	10654.3	0.0935882
b2114	-8629.56828325555	17275.1	0.0811121
b2143	-5092.25581044244	10200.5	0.198333
b2144	-3562.01447649349	7140.03	0.113459
b2151	-6138.87875010817	12293.8	0.232666
b2152	-7130.2866024915	14276.6	0.264847
b2153	-2765.63718693451	5547.27	0.0785489
b2156	-6576.11817263496	13168.2	0.0859069
b2168	-4199.23355156395	8414.47	0.0732288
b2174	-4508.85793628754	9033.72	0.250411
b2175	-2805.54912823529	5627.1	0.173777
b2181	-1967.53845947301	3951.08	0.208008
b2183	-3569.44432889679	7154.89	0.132992
b2184	-8042.87985445839	16101.8	0.113764
b2185	-1127.34311286254	2270.69	0.202018
b2186	-4626.92370288127	9269.85	0.0978661
b2188	-9799.06028312434	19614.1	0.166391
b2214	-6702.2672700405	13420.5	0.254596
b2216	-17636.3211563868	35288.6	0.317355
b2217	-2748.26025400222	5512.52	0.0774039
b2218	-16788.5119224197	33593	0.214421
b2231	-10821.3688970671	21658.7	0.0880788
b2232	-3598.63895961648	7213.28	0.10359
b2234	-8880.77042378854	17777.5	0.0615224
b2235	-4305.59709786317	8627.19	0.0446193
b2253	-6457.1705569395	12930.3	0.166961
b2254	-4989.74948206485	9995.5	0.130486
b2255	-10762.1666333642	21540.3	0.149949
b2256	-5456.78512517013	10929.6	0.246036
b2257	-10479.8586152266	20975.7	0.279298
b2276	-6142.74676851713	12301.5	0.118688
b2277	-6358.69870050849	12733.4	0.0842414
b2278	-8071.85220663256	16159.7	0.106533
b2279	-1132.0270313709	2280.05	0.0768242
b2280	-2541.22154850696	5098.44	0.211948
b2281	-1877.77221088499	3771.54	0.0619716
b2282	-3607.49773876418	7231	0.0697764
b2283	-12027.0568604675	24070.1	0.121818
b2284	-5217.49961034436	10451	0.0648888
b2285	-2163.81559237489	4343.63	0.12471
b2286	-6701.51786545128	13419	0.0610369
b2287	-2394.62870972585	4805.26	0.038598
b2288	-1998.85142754086	4013.7	0.183436
b2290	-4938.8415032993	9893.68	0.0463816
b2295	-2229.84852025001	4475.7	0.144154
b2296	-4661.60059898935	9339.2	0.0979965
b2297	-8370.45881087192	16756.9	0.0855775
b2299	-2763.00424706251	5542.01	0.178876
b2302	-4141.69290674709	8299.39	0.201734
b2304	-5354.88725767082	10725.8	0.202408
b2311	-2825.88808019451	5667.78	0.10877
b2312	-6257.38283444866	12530.8	0.0534472
b2313	-2176.63041411015	4369.26	0.130158
b2314	-4043.64050419895	8103.28	0.208325
b2315	-7215.74785629294	14447.5	0.223116
b2316	-4059.03189054284	8134.06	0.0903991
b2317	-3546.7453764937	7109.49	0.0766019
b2318	-3932.23551390595	7880.47	0.133113
b2319	-5280.17102167655	10576.3	0.161553
b2320	-6227.82365015403	12471.6	0.146817
b2323	-5178.83263916413	10373.7	0.096348
b2325	-1456.3498337866	2928.7	0.196489
b2329	-4861.22506117462	9738.45	0.0717877
b2331	-2828.65616121587	5673.31	0.0933826
b2340	-2595.76635755345	5207.53	0.207044
b2346	-3679.51516590251	7375.03	0.11248
b2393	-5247.70355346961	10511.4	0.0861074
b2400	-6272.3149952858	12560.6	0.103548
b2410	-5332.62098254375	10681.2	0.160535
b2411	-10005.0864628018	20026.2	0.124117
b2412	-5812.95806416577	11641.9	0.276631
b2413	-4046.32380078895	8108.65	0.160491
b2414	-4034.20767970258	8084.42	0.0805049
b2415	-807.833560249224	1631.67	0.0509598
b2417	-1810.54964713223	3637.1	0.0515649
b2421	-4427.83179536296	8871.66	0.109086
b2422	-5472.91617008886	10961.8	0.115747
b2424	-3843.69070616528	7703.38	0.0743176
b2425	-5171.98292969894	10360	0.12245
b2470	-22567.0504681041	45150.1	0.108523
b2471	-2110.1874795106	4236.37	0.205338
b2472	-5409.59359451511	10835.2	0.111776
b2474	-14086.7515676069	28189.5	0.315836
b2476	-2836.72539289392	5689.45	0.0720665
b2477	-5997.22317722606	12010.4	0.239058
b2478	-4084.0173001737	8184.03	0.123304
b2480	-1916.50511595209	3849.01	0.0817191
b2494	-8074.62468567818	16165.2	0.16589
b2496	-3274.31897839398	6564.64	0.0942389
b2498	-2424.54612895049	4865.09	0.0511237
b2499	-4567.73330828719	9151.47	0.105751
b2501	-9195.53376136064	18407.1	0.0750027
b2502	-7736.24683564485	15488.5	0.117912
b2507	-6062.3016997561	12140.6	0.0676997
b2508	-5607.02269893632	11230	0.0613004
b2509	-7556.11667453202	15128.2	0.156355
b2511	-6407.75552348043	12831.5	0.0929951
b2512	-5920.08782476298	11856.2	0.152501
b2513	-3602.55920779395	7221.12	0.293839
b2514	-5718.61767571044	11453.2	0.126242
b2515	-4610.16686542049	9236.33	0.060692
b2516	-6028.45399497956	12072.9	0.298793
b2517	-4968.3811680503	9952.76	0.0777544
b2518	-1787.28128805952	3590.56	0.112296
b2523	-6539.24356996092	13094.5	0.1413
b2530	-5062.61884588024	10141.2	0.0993359
b2531	-2137.41586340975	4290.83	0.100813
b2532	-3496.27917311688	7008.56	0.106048
b2533	-3382.44504828618	6780.89	0.0992674
