gene_id	likelihood	aic	w
b0229	-2557.25487097142	5130.51	0.025177
b0230	-1090.92330640084	2197.85	0.139361
b0231	-1518.19467777539	3052.39	0
b0234	-670.745322383911	1357.49	0.141621
b0236	-718.92869296451	1453.86	0.0565784
b0237	-2052.71153855415	4121.42	0.0238559
b0238	-614.495011207248	1244.99	0
b0239	-1784.16611569096	3584.33	0.0516565
b0240	-562.040802664499	1140.08	0.0887255
b0241	-1446.29142968124	2908.58	0
b0242	-1498.86533842216	3013.73	0
b0243	-1673.79836707441	3363.6	0
b0287	-1340.49648585676	2696.99	0.0313722
b0299	-2279.79322752436	4575.59	928.686
b0301	-845.207211508469	1706.41	0.207815
b0303	-317.797429998518	651.595	0.435514
b0304	-1891.78762533166	3799.58	0.517789
b0305	-1200.76321473195	2417.53	0.0754352
b0306	-994.568052964525	2005.14	0.298959
b0307	-1984.3141362269	3984.63	8.02637
b0308	-1222.6150388313	2461.23	0.0700512
b0319	-1258.34572784255	2532.69	0.444571
b0320	-2262.66251236466	4541.33	0.0929524
b0321	-1997.16106312428	4010.32	0.0139393
b0323	-1417.06825553878	2850.14	0.0729448
b0324	-2043.6863898201	4103.37	0.047722
b0325	-1465.64097974654	2947.28	0.289518
b0326	-1120.66653672517	2257.33	0.201683
b0327	-392.926497446386	801.853	26.7214
b0328	-935.881885349944	1887.76	0.320594
b0343	-3223.36888980425	6462.74	0.213389
b0344	-4554.06429067206	9124.13	0.100216
b0345	-1457.8379504593	2931.68	0
b0347	-2346.85201029304	4709.7	0.1474
b0348	-1291.52718378358	2599.05	0
b0350	-1165.63814965276	2347.28	0.177932
b0351	-1295.39121029171	2606.78	0
b0352	-1378.86876597369	2773.74	0.140317
b0353	-1731.63496422489	3479.27	0.089858
b0354	-953.363151348337	1922.73	0.181982
b0355	-1189.4914367294	2394.98	0.173215
b0356	-1563.87150164997	3143.74	0.0280567
b0357	-408.061403646444	832.123	0.156741
b0358	-1075.43977866081	2166.88	8.17369
b0359	-847.086162829943	1710.17	1.03785
b0360	-654.005294226727	1324.01	1.18821
b0364	-915.491483214786	1846.98	0.0545704
b0365	-1446.3498395087	2908.7	0.0235402
b0366	-1055.45240050396	2126.9	0
b0367	-1220.414820039	2456.83	0.118408
b0368	-1230.29416032002	2476.59	0.0281448
b0369	-1437.32539034102	2890.65	0.0495355
b0370	-411.764283022204	839.529	12.1764
b0374	-4206.47462230506	8428.95	0.258887
b0375	-900.512644319933	1817.03	0
b0376	-1612.18870576088	3240.38	0
b0377	-1717.15623826956	3450.31	0.0566377
b0378	-1551.42476629931	3118.85	0.116613
b0379	-411.490887562022	838.982	1.20008e-06
b0380	-472.19616261087	960.392	32.4744
b0381	-1524.83648905113	3065.67	0.0736534
b0382	-331.023442355811	678.047	1.99967e-07
b0383	-2095.10547823192	4206.21	0.0993517
b0384	-472.191061435086	960.382	0
b0385	-1555.46703818714	3126.93	0.130741
b0386	-1098.7644370455	2213.53	0.0488061
b0387	-783.021020789646	1582.04	0
b0388	-708.760705356001	1433.52	0
b0389	-248.138071164776	512.276	0
b0390	-920.690884168963	1857.38	0.0306151
b0391	-378.799533170063	773.599	7.50371e-08
b0392	-400.974896862307	817.95	25.3677
b0393	-1235.79123379888	2487.58	0.0770105
b0394	-1474.02726451627	2964.05	0.0977265
b0396	-1652.30670060824	3320.61	0.0294965
b0397	-4434.62129982763	8885.24	0.218179
b0398	-1639.82216235108	3295.64	0.131867
b0399	-938.256375323097	1892.51	0.0404137
b0400	-1795.48075086728	3606.96	0.158717
b0401	-1776.23138083248	3568.46	0
b0402	-1888.19669108215	3792.39	0.0240488
b0403	-2577.31216439622	5170.62	0.176004
b0404	-806.409660983088	1628.82	0.169118
b0405	-1477.9480344549	2971.9	0
b0406	-1519.13424245279	3054.27	0
b0407	-437.565068853407	891.13	5e-09
b0408	-2530.26245727492	5076.52	0
b0409	-1338.4405170809	2692.88	0
b0410	-467.63788690531	951.276	0
b0411	-1187.93861659301	2391.88	5.36456
b0412	-813.308971423589	1642.62	9.54867
b0413	-606.789923155198	1229.58	0
b0414	-1625.00020277662	3266	0.115538
b0415	-605.443240279613	1226.89	3.223e-12
b0416	-550.93284266439	1117.87	0.000670651
b0417	-1360.54179602929	2737.08	0.0388656
b0418	-727.140475965551	1470.28	0
b0419	-1590.58005944537	3197.16	0.0192079
b0420	-2653.64656772255	5323.29	0.0281764
b0421	-1268.81160471157	2553.62	0
b0422	-322.820095714829	661.64	13.3181
b0423	-2053.35186744315	4122.7	0.0234773
b0424	-857.530483319019	1731.06	0.0539396
b0425	-1308.18044464502	2632.36	0
b0426	-705.748769087826	1427.5	0
b0427	-1947.12880598351	3910.26	0.121263
b0428	-1242.77005019159	2501.54	0.0172293
b0429	-425.313580676966	866.627	0.000953386
b0430	-830.163897779083	1676.33	0
b0431	-2685.76351088038	5387.53	0
b0432	-1322.23623145141	2660.47	0.025335
b0433	-2101.52501541845	4219.05	0.0259483
b0434	-910.108366911998	1836.22	0
b0435	-473.170418743907	962.341	5e-09
b0436	-1713.80007277976	3443.6	0
b0437	-845.902927465085	1707.81	0
b0438	-1783.72033796099	3583.44	0
b0439	-3184.28323197429	6384.57	0
b0440	-353.246153753657	722.492	0
b0441	-2528.96311781232	5073.93	0
b0442	-810.216322941068	1636.43	0.726391
b0443	-532.348162047685	1080.7	0
b0444	-1001.54109292866	2019.08	0.0150459
b0445	-2439.03760274768	4894.08	0.0939263
b0446	-1145.10362598592	2306.21	0.0373938
b0447	-749.608835413683	1515.22	0.58982
b0448	-2508.39068587157	5032.78	0.0510937
b0449	-2491.77003626411	4999.54	0.0584476
b0450	-445.204859572622	906.41	0
b0451	-1797.3450105809	3610.69	0
b0452	-1201.78734241418	2419.57	0
b0453	-816.45533347104	1648.91	0.172398
b0454	-523.981163503076	1063.96	0.000782578
b0456	-459.87967525245	935.759	0.000664373
b0457	-2182.80303994466	4381.61	0.486362
b0458	-685.058298467329	1386.12	5.00352e-09
b0459	-734.677308737814	1485.35	2e-07
b0460	-291.548225667424	599.096	0
b0461	-493.205119503361	1002.41	0
b0463	-1614.23235122079	3244.46	0.145077
b0464	-885.17011603297	1786.34	0
b0465	-4746.10358005705	9508.21	0.0109781
b0467	-719.754900894986	1455.51	0.0658251
b0468	-493.226626798434	1002.45	2e-07
b0469	-729.065920048339	1474.13	0
b0470	-2645.78236266155	5307.56	0.133582
b0471	-427.239934594631	870.48	5e-09
b0472	-835.929790883464	1687.86	0
b0473	-2546.51953037084	5109.04	0
b0474	-904.796495423825	1825.59	0.127543
b0475	-1369.58466101291	2755.17	0.166999
b0476	-1338.33774048229	2692.68	0.208817
b0477	-1820.88862190999	3657.78	0
b0478	-2374.39969461204	4764.8	0.0676989
b0479	-1741.97294610301	3499.95	0.111352
b0480	-2276.10271955553	4568.21	0.0154256
b0481	-677.878774409117	1371.76	0.0506377
b0482	-1109.27443221293	2234.55	0.0948397
b0483	-551.861257455221	1119.72	0.188617
b0484	-3650.698913177	7317.4	0.0444631
b0485	-1320.63600098488	2657.27	0.068819
b0486	-1757.1570636097	3530.31	0
b0487	-528.045847178019	1072.09	2e-07
b0488	-599.339246002129	1214.68	0.00136431
b0489	-1275.61690357808	2567.23	0.0545724
b0490	-927.981176076956	1871.96	0
b0491	-1071.89421658795	2159.79	0
b0492	-1214.07221474878	2444.14	0.0836282
b0493	-1134.93339635779	2285.87	0
b0494	-845.77501041705	1707.55	23.6139
b0495	-908.422197892454	1832.84	0.0274871
b0496	-3314.88575252247	6645.77	0.0451952
b0503	-1591.43329585618	3198.87	0.199752
b0508	-1193.18001884653	2402.36	0.0969022
b0519	-1381.15773716752	2778.32	0.10332
b0520	-1154.0973801951	2324.19	0.14021
b0521	-1248.94913346501	2513.9	0.0380381
b0522	-1498.81515388529	3013.63	0.0879527
b0523	-722.929707561305	1461.86	0.129299
b0524	-1049.39962151496	2114.8	0.0419179
b0525	-659.740199591249	1335.48	3.28519
b0526	-1966.73696314099	3949.47	0.0763793
b0527	-723.617335720177	1463.23	7.18774
b0528	-321.658845630263	659.318	25.4203
b0529	-1250.7822463602	2517.56	0.053498
b0533	-1375.7422534752	2767.48	0.311757
b0534	-740.518987346134	1497.04	0.301895
b0543	-514.880868437562	1045.76	0.0444481
b0544	-4048.09323491376	8112.19	3303.68
b0545	-860.795265116883	1737.59	0.0691927
b0546	-1328.22279023287	2672.45	0.137782
b0547	-890.39977114294	1796.8	0.0599876
b0548	-251.2221908091	518.444	0.257236
b0549	-446.190254058413	908.381	0.28753
b0550	-516.157882540433	1048.32	0.082269
b0551	-509.512112832195	1035.02	0
b0553	-1952.41537080732	3920.83	0.102615
b0554	-309.39443050524	634.789	0.102221
b0555	-779.471840843461	1574.94	0.0814348
b0556	-818.169818692071	1652.34	0.170448
b0560	-749.912280816461	1515.82	0.433219
b0561	-3286.63589299251	6589.27	0.567681
b0562	-588.514390131614	1193.03	0.232185
b0563	-380.250685172812	776.501	0.154847
b0566	-1032.5796901276	2081.16	36.5918
b0567	-1303.21859195589	2622.44	0.0385833
b0568	-4161.96187567389	8339.92	0.0685536
b0570	-2160.81036826976	4337.62	0.0552099
b0571	-973.840848498664	1963.68	0
b0572	-2026.81670049746	4069.63	0.0242403
b0573	-453.66129846668	923.323	0.177929
b0574	-1713.96471217556	3443.93	0.143882
b0575	-4470.50082503124	8957	0.0193921
b0576	-1877.84071974843	3771.68	0.177917
b0577	-1706.85793766318	3429.72	0
b0578	-908.682673057278	1833.37	0.115624
b0579	-512.153640843522	1040.31	0
b0581	-1604.17585048533	3224.35	0.0259541
b0583	-929.691445686878	1875.38	0.20019
b0584	-3229.08680721794	6474.17	0.0354894
b0585	-1659.67640786687	3335.35	0.195562
b0586	-5703.45510258769	11422.9	0.0906956
b0587	-1788.51134359931	3593.02	0.162976
b0588	-1165.57493656526	2347.15	0.0408361
b0589	-1424.35323531893	2864.71	0.0452098
b0590	-1422.57151514624	2861.14	0.0496802
b0591	-1752.74212133725	3521.48	0.0097991
b0592	-1440.7709894989	2897.54	0.0745176
b0593	-1684.01544600682	3384.03	0.0707987
b0594	-2358.16604710293	4732.33	0.0740761
b0595	-1183.36424089201	2382.73	0.0966167
b0596	-1051.21504132769	2118.43	0.189179
b0597	-626.555725937167	1269.11	0.0508977
b0598	-2984.01951261256	5984.04	0.0191043
b0599	-1607.9747731731	3231.95	0.0815313
b0600	-1593.86597236612	3203.73	0.328584
b0601	-849.675867439043	1715.35	0
b0604	-1157.93277656155	2331.87	0.149519
b0605	-753.417716192829	1522.84	0
b0606	-2161.32303369067	4338.65	0
b0607	-606.007291493319	1228.01	0.0950195
b0608	-1780.12843303157	3576.26	0.115511
b0609	-619.827827455618	1255.66	0.00092058
b0610	-543.609233450828	1103.22	2e-07
b0611	-1147.22275549658	2310.45	0.182088
b0612	-2023.96149209877	4063.92	0.058217
b0613	-1242.57835783547	2501.16	0.0401146
b0614	-740.713097241218	1497.43	0
b0615	-2142.02560994596	4300.05	0.0274761
b0616	-1247.74197131841	2511.48	0
b0617	-387.989121112856	791.978	6.23411e-05
b0619	-2328.25055464442	4672.5	0.080393
b0620	-919.836087510209	1855.67	29.726
b0621	-1869.94934231896	3755.9	0.0361889
b0622	-833.649514407781	1683.3	0.323197
b0623	-273.19732403543	562.395	0.00107065
b0624	-535.505400717186	1087.01	0.696818
b0626	-783.274465561378	1582.55	0
b0628	-1301.51777218143	2619.04	0
b0629	-1111.55380305936	2239.11	0.0431998
b0630	-790.562915634543	1597.13	0
b0631	-348.415497374738	712.831	0
b0632	-1641.77895066795	3299.56	0
b0633	-1498.6917869963	3013.38	0.0578625
b0634	-1501.2198459866	3018.44	0
b0635	-2615.79626289154	5247.59	0.041275
b0636	-622.655167840114	1261.31	0
b0637	-309.204004657687	634.408	14.963
b0638	-833.658731875857	1683.32	0
b0639	-861.129200271365	1738.26	0
b0640	-1407.55832550835	2831.12	14.9403
b0641	-801.469677362256	1618.94	0
b0642	-3549.83580176404	7115.67	0.0570667
b0643	-655.3385837717	1326.68	0
b0644	-1339.39479681226	2694.79	4.9721
b0645	-1040.94826945234	2097.9	0.110811
b0646	-2159.75607060991	4335.51	0.25073
b0647	-833.90302681346	1683.81	0.0427412
b0648	-1040.46406146353	2096.93	0.194201
b0649	-2150.27012375035	4316.54	0.101572
b0650	-2441.82378790082	4899.65	0.019439
b0651	-1346.27481265448	2708.55	0.0578278
b0652	-1029.68640757191	2075.37	0
b0653	-941.328823089832	1898.66	0
b0654	-1047.1492721842	2110.3	0.019199
b0655	-1286.06520847773	2588.13	0.164827
b0657	-2262.40103816009	4540.8	0.0677784
b0658	-1181.95260884847	2379.91	0
b0659	-619.753932907832	1255.51	0
b0660	-1481.86635545687	2979.73	0
b0661	-2000.18013769464	4016.36	0.0123276
b0662	-1744.01143390833	3504.02	0.0746465
b0674	-2429.53288551846	4875.07	0.0244779
b0675	-1078.46968023831	2172.94	0
b0676	-1653.81268590162	3323.63	0
b0677	-1588.18007688872	3192.36	0.0435566
b0678	-1118.20351124949	2252.41	0
b0679	-2782.65849899723	5581.32	0.0571625
b0680	-2328.94000901934	4673.88	0
b0681	-1929.15410974023	3874.31	0.0649702
b0682	-459.656730940814	935.313	0.124121
b0683	-588.98812799018	1193.98	0
b0684	-710.073629975807	1436.15	0
b0685	-477.290673030244	970.581	1.42955e-10
b0686	-1079.78285623251	2175.57	0.185826
b0687	-739.337684249571	1494.68	0
b0688	-2350.17471614644	4716.35	0.0225787
b0692	-1862.13599767246	3740.27	0
b0693	-3443.37681113756	6902.75	0.111035
b0694	-959.82827015278	1935.66	0.0554505
b0695	-3825.35362723846	7666.71	0.0676801
b0696	-850.65366524333	1717.31	0.165789
b0697	-2909.3718176331	5834.74	0.0390097
b0698	-2429.70543888439	4875.41	0.0767129
b0699	-291.874289485401	599.749	0
b0700	-7088.63163801092	14193.3	0.662065
b0705	-1197.33452940087	2410.67	0.030656
b0707	-681.07885059954	1378.16	5.67498
b0708	-1996.13703237108	4008.27	0.448061
b0709	-2149.93567661897	4315.87	0.0178397
b0710	-1029.44477757235	2074.89	0.0298626
b0711	-897.227317080239	1810.45	0.198101
b0712	-1315.79237601838	2647.58	0.101982
b0713	-1044.46894649446	2104.94	0.271615
b0714	-1135.0699002932	2286.14	0.0623834
b0715	-1568.42260582084	3152.85	0.0787186
b0716	-1693.87939114725	3403.76	0.0661383
b0717	-1281.95823879116	2579.92	0.0866468
b0719	-1158.33073813238	2332.66	0.152848
b0720	-1767.56839123523	3551.14	0
b0721	-513.793430994599	1043.59	2e-07
b0722	-464.780610382887	945.561	0
b0723	-2478.40267041378	4972.81	0
b0724	-990.620152015554	1997.24	0.0214458
b0725	-351.588353000421	719.177	8.28543
b0726	-3845.29181991217	7706.58	0.0368207
b0727	-1639.63190288656	3295.26	0
b0728	-1561.24738342685	3138.49	0
b0729	-1232.25299383026	2480.51	0
b0730	-1000.06221520943	2016.12	0.235813
b0731	-2700.20340747057	5416.41	0.714798
b0733	-2101.86040868348	4219.72	5.55112e-17
b0734	-1529.51375354302	3075.03	0
b0735	-386.630164462738	789.26	0
b0736	-537.441433430656	1090.88	7.5e-08
b0737	-971.580618373145	1959.16	0
b0738	-565.222017397629	1146.44	2e-07
b0739	-1767.42374407578	3550.85	0.456948
b0740	-1817.25101291226	3650.5	0
b0741	-692.152698668599	1400.31	2e-07
b0742	-1082.2135690041	2180.43	8.12665
b0751	-966.516232003493	1949.03	0
b0752	-1298.94557679061	2613.89	0.448418
b0753	-505.900304709602	1027.8	0.297842
b0754	-1515.40805451422	3046.82	0.0552331
b0755	-1044.8004017835	2105.6	0
b0756	-1470.31572484805	2956.63	0.0397009
b0757	-1627.48567888193	3270.97	0.0137942
b0758	-1499.86422567551	3015.73	0.0167179
b0759	-1408.26440205376	2832.53	0.169991
b0760	-2027.85466947365	4071.71	0.068594
b0761	-1107.79341302611	2231.59	0.030509
b0763	-1156.88354522851	2329.77	0.0836007
b0764	-947.643920776984	1911.29	0
b0765	-1436.60057934363	2889.2	0
b0767	-1380.76464575183	2777.53	0.101294
b0768	-1434.33886586984	2884.68	0.0290224
b0771	-3237.9908963671	6491.98	0.0559526
b0772	-1725.64801810116	3467.3	7.44868
b0773	-635.887778358327	1287.78	0.000745258
b0774	-1767.89480075619	3551.79	0
b0775	-1458.954583471	2933.91	0
b0776	-1731.05278927885	3478.11	0.178312
b0777	-1125.59397684058	2267.19	0.0893325
b0778	-968.07378244038	1952.15	0.188492
b0779	-2754.09973560508	5524.2	0
b0780	-1258.12049104333	2532.24	0
b0781	-1363.09602401306	2742.19	0.180791
b0782	-706.739434261123	1429.48	0
b0783	-660.264848480604	1336.53	0.0996468
b0784	-342.859288846667	701.719	0.250834
b0785	-651.873632275866	1319.75	0.0291464
b0786	-952.042265564118	1920.08	0
b0787	-997.297454663867	2010.59	0.258756
b0789	-1743.55203147134	3503.1	0.148196
b0790	-1027.44361655682	2070.89	0
b0791	-550.566553124799	1117.13	0
b0792	-1527.09437248783	3070.19	0
b0793	-1540.01626023276	3096.03	0
b0794	-2491.62224461878	4999.24	0.0390555
b0795	-1396.61189325966	2809.22	0.111452
b0796	-942.50097846857	1901	0.16568
b0797	-1844.00262849233	3704.01	0.157635
b0798	-712.669766614618	1441.34	0.0288849
b0799	-3079.02330256745	6174.05	0.0444217
b0800	-1310.84759525733	2637.7	0.283857
b0801	-1458.70550866987	2933.41	0
b0802	-338.458229956583	692.916	13.2197
b0803	-352.915642679222	721.831	7.49872e-08
b0804	-1001.50003769318	2019	0.134281
b0806	-549.627525692935	1115.26	12.9777
b0807	-1433.14791665834	2882.3	0.0427341
b0808	-3366.62483399217	6749.25	0.0223836
b0809	-977.25679410701	1970.51	0.0432267
b0810	-901.150404037214	1818.3	0
b0811	-985.309745787999	1986.62	0
b0812	-662.927141414606	1341.85	5.09689e-09
b0813	-1179.75062185197	2375.5	0
b0814	-694.429009387149	1404.86	0
b0815	-2224.7509172748	4465.5	0
b0817	-614.941650663015	1245.88	0.00122115
b0818	-1486.98457683579	2989.97	0.131068
b0819	-1262.96904580093	2541.94	0
b0820	-2234.839457748	4485.68	0.0372387
b0821	-1785.95840731354	3587.92	0.119671
b0822	-1127.16587548212	2270.33	0.118724
b0823	-3516.17025968901	7048.34	0.0439185
b0824	-1280.84022568685	2577.68	0.0867947
b0825	-1016.4451660293	2048.89	0.194169
b0826	-1118.66742754516	2253.33	0.0531981
b0827	-1739.65538970724	3495.31	0.121859
b0828	-1300.31174124694	2616.62	0.822851
b0829	-2492.82519377335	5001.65	3.14572
b0830	-2135.70139137845	4287.4	0.0550211
b0831	-1266.21800681206	2548.44	0.0544964
b0832	-1281.08998375859	2578.18	0.0299514
b0835	-1816.90389995188	3649.81	0.022685
b0836	-513.528247381284	1043.06	0
b0837	-1522.63313880982	3061.27	9.04268
b0838	-852.026476913211	1720.05	2e-07
b0840	-1067.19939253285	2150.4	0.0483519
b0841	-813.327343471934	1642.65	7.31173
b0843	-381.736115303654	779.472	0.312414
b0844	-1123.90264706425	2263.81	0.0343748
