gene_id	psi
b0445	1.95582
b0446	1.07298
b0447	131.125
b0448	1.25973
b0449	0.3018
b0450	2e-07
b0451	0.585395
b0452	5.15172
b0453	0.813067
b0454	1.2e-06
b0456	0
b0457	0.352212
b0458	2e-07
b0459	0
b0460	0
b0461	3.27748e-07
b0463	0.755855
b0464	1.13964
b0465	1.22901
b0467	0
b0468	4.98442e-09
b0469	3.98071e-07
b0470	0
b0471	7.56574e-12
b0472	0
b0473	7.40004
b0474	0
b0475	0.953762
b0476	0.600679
b0477	0
b0478	2.04932
b0479	0.654889
b0480	0
b0481	3.97265
b0482	0.435664
b0483	0
b0484	2.25101
b0485	0
b0486	0.150099
b0487	9.21398e-06
b0488	4.35287e-06
b0489	6.1603
b0490	0
b0491	0
b0492	1.83935
b0493	0
b0494	0
b0495	2e-07
b0496	1.08808
b0503	0.550373
b0508	0
b0519	0.343114
b0520	1.36926
b0521	2.77248
b0522	1.19257
b0523	3.18022
b0524	0
b0525	0.556909
b0526	2.72538
b0527	0
b0528	0
b0529	3.44609
b0533	1.54674
b0534	3.2345
b0543	0.587886
b0544	0.83868
b0545	0.0531546
b0546	1.34855
b0547	2.93746
b0548	3.34231
b0549	2.05524
b0550	1.24972
b0551	5e-09
b0553	0.492441
b0554	5.58181
b0555	6.62525
b0556	1.51126
b0560	9.37846
b0561	0.967829
b0562	0
b0563	0.538803
b0566	147.342
b0567	0.921151
b0568	0.192528
b0570	1.40432
b0571	16.8627
b0572	0.618293
b0573	0
b0574	1.96108
b0575	0.904734
b0576	0
b0577	1.15715
b0578	12.4353
b0579	0
b0581	2.31442
b0583	0.815453
b0584	2.08647
b0585	1.83222
b0586	1.22075
b0587	4.09928
b0588	0
b0589	1.06367
b0590	4.18523
b0591	0
b0592	1.83721
b0593	7.50988
b0594	3.60093
b0595	15.7623
b0596	8.85975
b0597	0.872535
b0598	0.735425
b0599	0.615651
b0600	1.60158
b0601	2.00033e-07
b0604	0
b0605	7.64693e-06
b0606	15.1252
b0607	1.03098
b0608	2.23428
b0609	1.2e-06
b0610	2e-07
b0611	0.564819
b0612	1.02341
b0613	7.23218
b0614	0
b0615	7.8543
b0616	0
b0617	0
b0619	4.08765
b0620	5e-09
b0621	0
b0622	7.89791
b0623	2e-07
b0624	0.978589
b0626	0
b0628	1.2e-06
b0629	0.700305
b0630	4.19842
b0631	0
b0632	0
b0633	0
b0634	0
b0635	1.6816
b0636	32.0228
b0637	8.52272
b0638	0
b0639	0
b0640	6.59658
b0641	0
b0642	0.287639
b0643	514.678
b0644	0.192776
b0645	0.899011
b0646	0.47942
b0647	0.105035
b0648	1.74045
b0649	0.690036
b0650	1.35289
b0651	2.547
b0652	5.29786
b0653	1.49317
b0654	3.99941
b0655	0.749783
b0657	0.635034
b0658	0
b0659	512.466
b0660	0
b0661	1.51559
b0662	0.554763
b0674	4.63119
b0675	0.601431
b0676	5.69645e-06
b0677	9.07229
b0678	1.30863
b0679	1.13093
b0680	10.3511
b0681	0.739506
b0682	4.63753
b0683	0
b0684	33.05
b0685	5e-09
b0686	1.03384
b0687	0.971268
b0688	2.90207
b0692	0.990537
b0693	2.33943
b0694	2.04492
b0695	1.38153
b0696	1.36702
b0697	5.46069
b0698	0.289078
b0699	2.05971e-05
b0700	1.27392
b0705	0
b0707	0
b0708	0
b0709	2.86874
b0710	0
b0711	9.16945
b0712	1.70678
b0713	0.305805
b0714	1.45906
b0715	1.082
b0716	3.53449
b0717	1.22503
b0719	1.67221
b0720	13.4258
b0721	0
b0722	0
b0723	5.11898
b0724	0
b0725	109.04
b0726	0.999735
b0727	18.1793
b0728	0
b0729	103.007
b0730	4.37127
b0731	1.22539
b0733	0.042646
b0734	38.1289
b0735	4.97783e-09
b0736	2e-07
b0737	0
b0738	2e-07
b0739	0.0869112
b0740	3.91783
b0741	1.2e-06
b0742	0
b0751	3.08472
b0752	119.465
b0753	0
b0754	2.71509
b0755	77.1462
b0756	2.21649
b0757	0.38106
b0758	1.57779
b0759	0.570002
b0760	0
b0761	0.926047
b0763	0.0374124
b0764	0
b0765	0
b0767	0
b0768	1.12868
b0771	1.04376
b0772	0
b0773	2.1789e-06
b0774	2.43363
b0775	2.25769
b0776	0.955463
b0777	0.906965
b0778	1.39554
b0779	12.1791
b0780	150.293
b0781	1.14342
b0782	0
b0783	0
b0784	7.99216
b0785	2.09341
b0786	111.342
b0787	0
b0789	1.44875
b0790	1.2e-06
b0791	0
b0792	0
b0793	1.75154
b0794	1.86674
b0795	1.17972
b0796	0.396471
b0797	48.282
b0798	1.61898
b0799	3.88031
b0800	11.1672
b0801	0
b0802	86.5646
b0803	4.72424e-06
b0804	119.145
b0806	0
b0807	0.883837
b0808	0.738752
b0809	0
b0810	0
b0811	65.265
b0812	8.21073e-12
b0813	0
b0814	0
b0815	1.23113
b0817	0.0753098
b0818	28.042
b0819	183.538
b0820	2.10285
b0821	5.4782
b0822	5.04023
b0823	5.3753
b0824	0
b0825	0.429589
b0826	1.07642
b0827	0
b0828	2e-07
b0829	12.4241
b0830	3.04752
b0831	30.3252
b0832	0
b0835	2.75745
b0836	5e-09
b0837	57.3081
b0838	7.5e-08
b0840	0.293034
b0841	0
b0843	0
b0844	0.335466
b0845	0
b0846	131.165
b0847	2.66411
b0848	0
b0849	5.69643e-06
b0850	0.00483606
b0851	0
b0852	0
b0853	1.2e-06
b0854	1.57208
b0855	1.69658
b0856	1.89716
b0857	0.961462
b0858	1.2e-06
b0859	0.311621
b0860	6.02281
b0861	0.776221
b0862	4.99767e-09
b0863	18.6134
b0864	0
b0865	3.79947
b0866	5.69645e-06
b0867	1.37462
b0868	1.17517
b0869	3.60369
b0870	3.70858
b0871	0
b0872	5.42854e-11
b0873	1.45778
b0874	0
b0876	0
b0877	8.77102
b0878	0.667103
b0879	0
b0880	2e-07
b0881	2.81476e-11
b0882	0.56853
b0884	7.5e-08
b0885	3.92612
b0886	3.27654
b0887	0.459164
b0888	2e-07
b0889	8.18035e-07
b0890	3.57028
b0891	2e-07
b0892	0.0739803
b0893	248.959
b0894	2.62813
b0895	0
b0896	0.51323
b0897	0.281547
b0898	1.44004
b0902	5.7231
b0904	2.06731e-11
b0905	0.429869
b0906	0.272165
b0907	0
b0908	0
b0909	0
b0910	0
b0911	2e-07
b0912	4.99078e-09
b0913	0.591547
b0914	1.84598
b0915	6.85915e-08
b0916	0.722788
b0917	0
b0918	0.794139
b0919	285.751
b0920	0.886053
b0921	0
b0922	1.2e-06
b0923	5.67163
b0924	4.37084
b0925	4.10082
b0926	2.17883e-06
b0927	5e-09
b0928	19.4297
b0929	0
b0930	16.2667
b0931	147.851
b0932	1.08712
b0933	0.34132
b0934	0.437205
b0936	0.15467
b0937	0.580585
b0938	3.62165
b0939	0
b0941	0.836641
b0942	2.44161
b0943	0
b0944	2.04304
b0945	2e-07
b0946	0.000782578
b0947	0
b0948	0.915482
b0949	0.796277
b0950	307.572
b0951	0
b0952	3.00672
b0953	0.0649196
b0954	14.8646
b0955	2.99518
b0956	23.817
b0957	0
b0958	1.99989e-07
b0959	2e-07
b0960	1.00185
b0961	0
b0962	0
b0963	0
b0964	814.351
b0965	6.49037
b0966	0
b0968	3.28062e-07
b0969	5.69645e-06
b0970	12.042
b0972	0.812467
b0973	3.47206
b0975	11.1321
b0976	0
b0977	9.23027
b0978	0.23609
b0979	1.02084
b0980	4.35287e-06
b0981	7.713
b0982	6.8423
b0983	2e-07
b0984	1.07757
b0985	0
b0986	67.7505
b0989	5e-09
b0990	5e-09
b0991	5.03779e-09
b0993	1.63952
b0994	0
b0995	0
b0996	0.194329
b0999	0
b1000	0
b1001	0.753318
b1002	1.71069
b1003	0
b1004	4.3312
b1005	0
b1006	0.717999
b1007	0
b1008	1.54796
b1009	4.42726
b1011	0
b1013	115.352
b1014	0.807926
b1015	0
b1017	2.07744
b1018	2.79414
b1019	0.755222
b1020	0
b1033	0.00121804
b1034	6.9942
b1035	0.999975
b1036	139.543
b1037	1.44792
b1038	1.1388e-05
b1039	0.000952384
b1041	58.5174
b1042	0
b1043	0.449485
b1044	7.03011
b1045	0
b1046	0
b1047	0
b1048	0.265917
b1049	0.81004
b1050	0
b1051	0
b1053	4.91894
b1054	0.0895893
b1055	0
b1056	3.68678e-11
b1057	10.4054
b1059	1.15684
b1060	2123.16
b1061	0
b1062	10.9688
b1063	2.50028
b1064	656.577
b1065	4.73187
b1066	7.5e-08
b1067	0.224081
b1068	2.46596
b1069	114.068
b1070	0
b1071	2.02611
b1072	1.99611
b1073	1.1388e-05
b1074	0
b1075	0
b1076	1.04389
b1077	0
b1079	0.177579
b1080	1.47475
b1081	0.922767
b1082	1.93162
b1083	0.36592
b1084	1.30161
b1085	2e-07
b1086	7.62742
b1087	0
b1088	5e-09
b1089	5e-09
b1090	0
b1091	0
b1092	1.14174
b1093	0
b1094	2e-07
b1095	2.59778
b1096	0.98786
b1097	0
b1098	0
b1099	0.323701
b1100	0
b1101	0
b1102	0
b1103	24.0017
b1104	25.6594
b1105	131.439
b1106	0.259734
b1107	2.88806
b1108	2.77639
b1109	0
b1110	0.150644
b1111	0
b1112	0
b1113	2.29572
b1114	0.803952
b1115	163.666
b1116	2.31193
b1117	2.68042
b1118	1.61529
b1119	4.38458
b1120	2.67812
b1123	4.92841
b1124	0.457161
b1125	10.1593
b1126	5.16418
b1127	0
b1128	0.61308
b1129	5e-09
b1130	2.41614
b1131	7.05578
b1132	0
b1133	10.339
b1134	0
b1135	0.361129
b1136	0
b1140	1.0008
b1149	1.09212
b1151	1.84489
b1152	1.48816
b1153	1.64932
b1160	1.20778
b1161	114.886
b1162	0
b1171	0
b1174	2.17893e-06
b1175	8.97799
b1176	1.15848
b1177	1.05395
b1178	1.15351
b1179	253.789
b1180	0
b1181	2e-07
b1183	7.5e-08
b1185	0
b1186	0
b1187	2.2e-06
b1188	0.640729
b1189	1.6305
b1190	0.451534
b1191	2.21804
b1192	7.12319
b1193	0
b1194	588.786
b1195	0.430985
b1203	6.16626
b1204	68.8824
b1205	0
b1206	5.48211
b1207	18.7378
b1208	0
b1209	275.467
b1210	0
b1211	446.536
b1212	2.31302
b1213	11.1279
b1215	2.2e-06
b1216	1.47891
b1217	4.9846e-09
b1218	0.795662
b1219	0
b1220	0.39494
b1221	0
b1222	2.87306
b1223	1.20479
b1224	2.38556
b1225	4.42162
b1226	2.61913
b1227	0.0367321
b1232	0.537991
b1233	0
b1234	1.69876
b1235	1.20005e-06
b1236	0.0406668
b1237	0
b1238	0
b1241	0
b1242	1.29588
b1243	0
b1244	0.764268
b1245	2.54566
b1246	0.843033
b1247	2.18838
b1248	0.898295
b1249	1.69022
b1250	6.44249
b1251	1.19995e-06
b1252	0.101222
b1253	1.2e-06
b1254	0
b1255	0
b1256	0.347079
b1260	0
b1261	0.154933
b1262	1.05864
b1263	1.2753
b1264	2.29451
b1266	0
b1267	559.203
b1269	12.9044
b1270	5.30557
b1271	0.721057
b1272	192.623
b1273	4.15873e-09
b1274	11.9711
b1275	4.35297
b1276	0.933047
b1277	7.8704e-06
b1278	0
b1279	35.4645
b1280	0
b1281	0
b1282	1.99982e-07
b1284	5.62507
b1286	0
b1288	2.00041e-07
b1289	1.0631
b1290	0
b1291	1.9999e-07
b1292	0
b1293	4.96541e-09
b1294	1.288
b1295	5.69646e-06
b1296	1.20833
b1297	6.72498
b1298	0
b1299	2e-07
b1300	1.74417
b1301	17.7549
b1303	3.006
b1304	0
b1305	1.49778
b1306	2.66798e-11
b1307	0
b1308	4.95759e-09
b1310	1.68184
b1311	2.14294
b1313	0.51857
b1314	0.952917
b1315	6.78068
b1316	2.66006
b1317	0.878264
b1320	1.98227
b1321	1.27907
b1322	0
b1323	0
b1325	0.463165
b1326	2.21222
b1327	17.634
b1328	48.5141
b1329	3.63087
b1332	10000
b1333	0.485529
b1334	0.701822
b1335	0
b1337	0
b1338	3.32274
b1339	0
b1340	1.03263
b1341	0.79209
b1342	1.7437
b1343	1.19318
b1344	124.03
b1358	3.61343
b1360	5.63882
b1361	0.918783
b1371	0.504727
b1372	0.932605
b1374	1.06338
b1376	0
b1377	27.8753
b1378	3.73619
b1379	0
b1380	0.638125
b1381	1.69152
b1382	0.0132072
b1410	1.14983
b1411	0.492714
b1412	1.52082
b1413	1.10613
b1414	18.0915
b1418	3.65211
b1419	7.5e-08
b1420	79.2166
b1421	0
b1422	2.05122
b1423	34.1472
b1424	56.0529
b1425	2e-07
b1426	1.1388e-05
b1427	9.41981
b1428	9.17298
b1429	1.05119
b1430	0
b1432	1.36009
b1434	1.21252e-06
b1435	0
b1436	18.9604
b1438	0.84806
b1439	4.52537
b1440	8.64255
b1441	0
b1443	0
b1444	0
b1445	3.03585e-07
b1446	227.553
b1447	0
b1448	0
b1449	0.384952
b1451	0
b1452	0
b1453	0
b1454	7.07997
b1455	4.69566
b1461	47.4564
b1462	1.21309
b1463	0.543146
b1464	0.238291
b1465	0
b1466	80.651
b1467	0.850878
b1469	0.552449
b1471	0.352225
b1473	3.50222
b1475	265.266
b1476	5.41094
b1477	1.15565
b1479	1.51838
b1482	129.152
b1483	0
b1484	1.16855
b1485	1.78581
b1486	2.39683
b1487	0
b1488	0.813253
b1489	1.03887
b1490	0
b1491	0.652775
b1492	0.322685
b1493	3.72094
b1494	1.44039
b1495	2.31644
b1496	1.13159
b1497	13.5399
b1498	0.91534
b1499	2.25671
b1501	0.354807
b1502	14.4753
b1508	2.05006
b1510	0.235655
b1521	0
b1522	52.0694
b1524	1.16442
b1525	2.26044
b1526	0
b1527	0.183858
b1528	2.29955
b1529	0
b1530	0.362961
b1531	7.87039e-06
b1532	0
b1535	0
b1536	0
b1537	216.399
b1538	2.02396
b1539	0
b1540	175.569
b1541	2e-07
b1542	0.171544
b1549	0.789707
b1555	1.25611
b1559	1.32905
b1560	1.4863
b1579	1.2014
b1589	0
b1590	11.5495
b1591	0
b1592	0.241978
b1593	2.12476
b1594	0
b1595	3.58992
b1596	1.63286
b1598	0
b1599	847.034
b1600	0
b1601	0
b1602	2.97714
b1603	1.32774
b1604	2.88118
b1605	0.992694
b1606	0.67392
b1607	0
b1608	0
b1609	5.84981
b1610	0.34984
b1611	2.95091
b1612	4.60476
b1613	0.60502
b1614	7.84375
b1615	0
b1616	0.735849
b1617	1.73472e-18
b1618	7.01147
b1619	0.32401
b1620	4.93613
b1621	5.88715
b1622	3.41348
b1623	1.56446
b1624	17.7785
b1625	1.99968e-07
b1626	0
b1627	92.8689
b1628	0
b1629	1.19324
b1630	0.506946
b1631	1.53316
b1632	141.818
b1633	56.5287
b1634	8.06017
b1636	0.782036
b1637	7.89531
b1638	2.63893
b1639	1.98965
b1640	2.40214
b1641	92.2742
b1642	0
b1643	2e-07
b1644	0.444079
b1645	1.26919
b1646	0
b1647	0
b1648	48.3964
b1649	0.897759
b1650	2.17728
b1651	1.61782e-05
b1652	7.77144
b1654	0
b1655	2.17896e-06
b1656	2e-07
b1657	0
b1658	1.84678
b1659	4.35287e-06
b1660	0.868511
b1661	1.07287
b1662	4.21111
b1663	0.850459
b1664	0.782207
b1667	7.49676e-08
b1668	0.991452
b1669	0
b1670	2.40387
b1671	0.502619
b1672	0
b1673	1.0831
b1674	57.0718
b1675	2e-07
b1676	0
b1677	2e-07
b1678	2.82975
b1679	3.53036
b1680	7.56284
b1681	0.903104
b1682	0
b1683	0
b1684	0.0274414
b1685	34.8148
b1686	268.16
b1687	1.13857
b1688	0
b1689	0
b1691	0
b1692	0
b1693	2.04406
b1702	0.582084
b1703	306.88
b1704	0
b1705	1.45753
b1706	0.516162
b1707	0.238096
b1708	0.274119
b1709	2.13862
b1710	0
b1711	0
b1712	1.49056e-05
b1713	1.20611
b1714	4.75509
b1716	1.2e-06
b1718	1.19999e-06
b1719	0
b1722	0
b1723	49.045
b1724	0
b1725	0.156975
b1726	0.4378
b1727	0
b1728	2e-07
b1729	0
b1731	4.27935e-12
b1732	3.0508
b1733	0.564515
b1734	1.60404
b1735	0.761878
b1736	0
b1737	0.558635
b1738	3.7227e-11
b1739	4.35291e-06
b1740	2.45319
b1741	0.771641
b1742	0.507346
b1743	0
b1744	0
b1745	1.4962
b1747	1.69465
b1748	1.40794
b1749	94.1957
b1750	2.15637
b1751	0.221909
b1752	2.55342
b1753	0.256561
b1754	0
b1756	2.9256
b1757	0.319509
b1759	1.13205
b1760	45.7022
b1761	1.09682
b1763	1.11389
b1764	0.279649
b1765	0.807756
b1766	7.15289
b1767	2.27166
b1768	25.2305
b1777	57.981
b1778	0
b1779	2e-07
b1780	2.57689
b1781	0.71804
b1782	1.26348
b1783	0.70429
b1784	0.65997
b1785	0
b1786	2.06461
b1787	1.57352
b1789	2.19699
b1790	1.84535
b1791	1.03606
b1792	5.98764
b1793	0.751375
b1794	1.83623
b1795	2e-07
b1797	1.74503
b1798	0
b1799	4.90491
b1800	0.713326
b1801	0.591832
b1802	5.17449
b1803	8.86643
b1804	2.66716
b1805	1.88453
b1806	0.845008
b1807	0.233321
b1808	0.776197
b1809	0
b1810	4505.33
b1811	7.5e-08
b1812	1.10567
b1813	0
b1814	16.5846
b1815	0
b1816	78.6821
b1817	9.62037
b1818	0.0535916
b1819	0
b1820	2e-07
b1821	9.91777
b1822	0
b1823	2e-07
b1825	2.94685
b1827	0
b1829	0
b1830	1.57872
b1832	2.71771
b1833	0.850178
b1834	1.79457
b1835	0.67266
b1837	0
b1839	1.2e-06
b1840	1.06751
b1841	0
b1842	1.99968e-07
b1843	96.1624
b1844	1.68673
b1845	1.60401
b1846	34.0618
b1847	50.7852
b1848	1.40072e-12
b1849	0
b1850	10000
b1851	7.67833
b1852	0
b1853	1.2408
b1854	0
b1855	11.1111
b1856	0.923697
b1857	0
b1858	0
b1859	0.292255
b1860	1.68362
b1861	3.94635
b1862	0
b1863	0.470632
b1864	0
b1865	0.527817
b1866	1.79343
b1867	22.2678
b1869	0
b1870	0.546657
b1871	2.82965
b1872	0.196799
b1873	1.65554
b1874	5.69643e-06
b1875	0
b1876	0
b1880	1.4422
b1881	174.496
b1882	5.90555e-12
b1883	0
b1884	0
b1885	0.539252
b1886	2.79296
b1887	4.24384
b1888	0.270338
b1889	0
b1890	7.7796
b1891	0
b1892	5.01018e-09
b1895	0
b1896	1.99935e-07
b1897	0.00129603
b1899	0.550269
b1900	0.446389
b1901	3.96252
b1902	5.94945e-06
b1903	975.803
b1904	1846.22
b1905	818.635
b1906	5.08865e-09
b1907	0.626691
b1908	0
b1912	1.4249
b1913	3.98885
b1914	2e-07
b1915	0
b1916	0.428785
b1917	3.53048
b1918	0.703926
b1919	1.91116
b1920	0.671392
b1922	0
b1923	1.30106
b1925	2.01173
b1926	2.78622
b1927	1.02205
b1928	1.53121
b1929	4.25557
b1930	0
b1931	1.18746
b1937	0.356009
b1938	0.96638
b1939	5.43272
b1940	0.722076
b1941	3.90759
b1942	4.42709
b1943	0.423121
b1944	0.112505
b1945	0
b1946	0.409118
b1947	0.859922
b1948	0
b1949	10000
b1950	0.184928
b1951	0
b1952	5.01339e-09
b1953	0.0724385
b1955	0.90134
b1956	0.462898
b1957	177.662
b1958	0.747008
b1960	1.53184
b1961	5.19968
b1962	22.8397
b1963	6.23745
b1967	5.89149
b1968	0.584918
b1969	0.417515
b1970	1.42638
b1971	1.95284
b1972	2.29059
b1973	0.40421
b1976	3.09536
b1979	7.49958e-08
b1981	1.2002
b1982	4.25768
b1983	0
b1985	0
b1987	2.97992
b1988	0.405462
b1991	0.417686
b1992	1.89536
b1993	1.31726
b2007	347.245
b2008	0.649135
b2009	2.40984
b2010	0
b2011	0.91813
b2012	3.3118
b2013	0
b2014	0
b2015	2.64939
b2016	0.676025
b2017	0
b2019	74.2926
b2020	0.310607
b2021	1.92909
b2022	2.57882
b2023	0
b2024	3.23113
b2025	8.5412
b2026	0.171644
b2027	0.979195
b2028	0.612149
b2029	0.793403
b2048	2.82989
b2049	0.0800752
b2050	1.54171
b2051	0
b2052	11.4888
b2053	49.9027
b2054	5.55112e-17
b2055	0
b2056	0.677134
b2057	0.651201
b2058	0
b2059	0.166172
b2060	0.749057
b2061	2.3109
b2062	0.465757
b2063	0
b2064	0
b2065	0
b2066	362.303
b2067	0.603341
b2068	2.3766
b2069	2.65623
b2070	1.73266
b2072	0.856284
b2073	1.16062
b2074	4.00143
b2075	2.6742
b2076	0
b2077	1.00103
b2078	4.68941e-06
b2079	0
b2080	1.00552
b2081	0.866189
b2085	1.61205
b2086	0.358143
b2087	6.88138
b2091	0
b2092	2.55305
b2093	43.8454
b2096	0
b2097	2.44408
b2098	0
b2099	0
b2100	0.528288
b2101	0
b2102	1.37961
b2103	0
b2104	0
b2105	2e-07
b2106	0.42763
b2107	0
b2108	0
b2109	1.41165
b2110	0
b2111	0
b2112	0
b2113	0.485847
b2114	0.94224
b2115	0.36702
b2122	1.01353
b2123	6.71128e-11
b2124	0
b2125	2.12308e-06
b2126	0.246868
b2127	0
b2128	1.55225
b2129	0.607365
b2130	1.55845
b2131	0.160079
b2132	0.298287
b2133	12.8331
b2134	1.20148
b2135	0
b2136	0
b2137	0.958619
b2138	0
b2140	0
b2141	0
b2142	0
b2143	0
b2144	0
b2145	0
b2147	1.90204
b2148	0
b2149	0.768935
b2150	39.8861
b2151	5.18015
b2152	0.443079
b2153	1.69638
b2154	0.385404
b2155	0
b2156	3.68302
b2157	0
b2158	0
b2159	1.76142
b2160	0.862024
b2161	0.379054
b2162	2.13576
b2163	89.103
b2164	0.84279
b2165	0.518169
b2166	0.927343
b2167	0.121583
b2168	105.674
b2169	2.34983
b2170	2.23252
b2171	2e-07
b2172	2.63047
b2173	0
b2174	0
b2175	842.357
b2176	1.03519
b2177	2.39063
b2178	1.64702
b2179	1.8797
b2180	1.16689
b2181	0
b2183	0.59852
b2184	1.85699
b2185	5.02043e-09
b2186	4.33456
b2187	2e-07
b2188	0.822359
b2193	0
b2194	0
b2195	0
b2196	1.05993
b2197	0
b2199	0.0426238
b2200	5e-09
b2201	0
b2202	0
b2203	0
b2204	2.94776
b2205	0
b2206	0
b2207	1.19997e-06
b2208	0
b2209	39.128
b2210	0.169998
b2211	1.32167
b2212	1.88315
b2213	0
b2214	3.55509
b2215	1.6628
b2216	0.899383
b2217	28.7965
b2218	2.90416
b2219	9.32999
b2220	0
b2221	1.2e-06
b2222	31.5373
b2223	0
b2224	5.38513
